1000000 5 0.4 10000
193003 53451 593003 66267 94276 
8695 126263 212506 243841 408695 
235381 48996 635381 35623 44619 
82024 128093 199459 108400 482024 
13494 160180 209667 413494 203165 
158248 558248 128099 35469 119936 
67757 178327 216338 69821 467757 
224150 63424 46903 624150 41373 
108656 123891 508656 136124 122673 
209069 76177 609069 58067 47618 
77243 148848 116290 180376 477243 
204721 604721 40808 77174 72576 
9583 246472 155275 179087 409583 
161550 80073 109574 87253 561550 
238733 26995 38166 638733 57373 
277675 677675 9245 14952 20453 
203718 63656 45527 83381 603718 
50346 129572 212433 157303 450346 
281810 6108 11643 681810 18629 
238627 24913 32594 65239 638627 
297800 1288 1721 1391 697800 
119403 71277 168493 519403 121424 
23650 189264 151961 211475 423650 
172087 97193 95827 62806 572087 
223273 48590 48841 56023 623273 
86963 164108 141147 486963 120819 
162947 103763 95964 562947 74379 
296554 1802 1769 3321 696554 
52178 108165 158048 229431 452178 
53680 165239 145793 453680 181608 
226148 39982 626148 50865 56857 
226337 50504 58356 626337 38466 
151558 551558 72129 108243 116512 
204227 77609 604227 89679 24258 
206416 71478 606416 41014 74676 
235820 42922 635820 43147 42291 
79251 156846 479251 160258 124394 
290753 6336 7142 5016 690753 
221975 60040 621975 48912 47098 
200322 60634 600322 72399 66323 
173511 77186 573511 107927 67865 
28860 205670 428860 171583 165027 
7606 407606 177425 203187 204176 
149461 94308 109097 97673 549461 
2366 237035 202562 155671 402366 
160779 91623 100424 86395 560779 
91631 491631 107753 126385 182600 
86103 174420 155148 98226 486103 
125822 106932 119609 525822 121815 
221108 621108 42546 66264 48974 
182666 62245 81784 90639 582666 
275913 15343 21181 675913 11650 
274936 11654 15943 22531 674936 
42337 124576 220176 170574 442337 
159288 103071 559288 59842 118511 
20759 247973 420759 129713 180796 
62241 168995 462241 126405 180118 
21078 143552 421078 192124 222168 
95710 149109 144606 495710 114865 
200496 69868 58394 70746 600496 
2069 200364 215598 402069 179900 
143159 543159 109581 77711 126390 
207461 607461 66840 73584 44654 
243818 643818 41266 34460 36638 
178823 91968 89944 578823 60442 
110634 510634 125821 88811 164100 
254986 654986 30156 31501 28371 
20559 179510 420559 182595 196777 
70940 111229 223566 470940 123325 
227399 627399 50109 38793 56300 
274118 674118 23159 12944 15661 
19663 173213 419663 222558 164903 
27231 192579 167409 185550 427231 
23316 142477 423316 190327 220564 
215194 74701 615194 65068 29843 
73815 473815 91633 199079 161658 
135942 89799 127351 110966 535942 
18663 216655 418663 126227 219792 
271393 21609 671393 15375 20230 
286643 9439 686643 11597 5678 
121783 521783 112885 142838 100711 
53649 228223 453649 84387 180092 
35359 118924 205250 205108 435359 
202321 71775 602321 57277 66306 
268272 31961 18862 12633 668272 
4734 404734 170912 160072 259548 
268262 21559 668262 20737 21180 
241313 36702 45369 35303 641313 
2501 177277 402501 286386 131335 
180594 85433 580594 67895 85484 
67419 107214 209583 148365 467419 
225928 74170 625928 34295 39679 
195374 51170 48373 595374 109709 
276000 9893 676000 22457 15650 
188430 76265 588430 112566 34309 
40809 194515 440809 153865 170002 
190077 97211 590077 47433 75202 
165987 82271 71488 114267 565987 
91412 186091 134033 97052 491412 
189358 70847 81241 589358 69196 
25995 176393 200553 171064 425995 
135369 141483 535369 86465 101314 
129178 104873 86464 529178 150307 
274340 17761 674340 18082 15477 
84544 103029 484544 132452 195431 
177078 75443 92441 77960 577078 
299241 571 494 699241 453 
24318 424318 202661 180219 168484 
149178 86953 116758 549178 97933 
69718 469718 116265 186434 157865 
295352 3627 695352 1918 3751 
190484 107636 39027 590484 72369 
58331 458331 184911 183173 115254 
149841 91998 92190 116130 549841 
241966 25676 34615 55777 641966 
87741 487741 133022 163923 127573 
262854 20992 33000 662854 20300 
127779 527779 116208 108194 120040 
40026 188247 147199 440026 184502 
101754 501754 154386 130166 111940 
154426 554426 74378 113619 103151 
177943 61599 577943 82694 99821 
60078 102490 218391 158963 460078 
140465 87685 141049 540465 90336 
143506 543506 108903 73133 130952 
126903 137970 103483 104741 526903 
170014 106019 570014 98285 55668 
204588 66293 604588 59906 64625 
272537 20464 672537 20840 13622 
233161 633161 37647 48360 47671 
250556 650556 18439 31252 49197 
257546 22109 36734 26065 657546 
298163 698163 1003 1412 1259 
240951 640951 36504 39769 41825 
31586 431586 165110 175183 196535 
182097 78459 86349 582097 70998 
222329 38112 622329 54426 62804 
175281 134421 53749 61268 575281 
275892 13071 675892 19243 15902 
66236 248285 130740 88503 466236 
181460 96047 73322 581460 67711 
259872 24176 26943 659872 29137 
36827 436827 190731 174451 161164 
186399 586399 57783 73714 95705 
193167 56793 593167 75447 81426 
16498 416498 252528 158556 155920 
187660 587660 46105 68267 110308 
237442 637442 21705 40749 62662 
252769 652769 19450 38535 36477 
234880 634880 41070 60796 28374 
61691 152379 142924 461691 181315 
30266 430266 143837 180634 214997 
78747 100565 189798 478747 152143 
131376 116498 129773 90977 531376 
65251 165568 465251 146701 157229 
122816 87234 522816 101012 166122 
200732 76079 73745 48712 600732 
171122 83410 89830 84516 571122 
84595 155359 161213 114238 484595 
163439 122605 563439 56777 93740 
205445 605445 78386 58277 52447 
115954 515954 120277 117617 130198 
278959 19896 678959 15893 6293 
2982 402982 173990 190411 229635 
193317 97453 61034 593317 54879 
208567 70768 69394 608567 42704 
40335 174909 109875 234546 440335 
74066 159840 123608 168420 474066 
203952 79699 53333 603952 59064 
128406 120614 96048 528406 126526 
42704 200108 442704 169361 145123 
58099 152231 139955 191616 458099 
79214 479214 171785 107172 162615 
298593 529 698593 1332 953 
193943 593943 77204 93237 41673 
226957 40422 58253 47411 626957 
133510 103196 128872 533510 100912 
178550 92012 81155 578550 69733 
160317 121528 560317 82258 75580 
277312 10575 15486 19315 677312 
33673 180178 164941 433673 187535 
12753 206684 197323 412753 170487 
186369 65840 78440 586369 82982 
162806 562806 107792 85895 80701 
286627 7123 9986 686627 9637 
43784 443784 168999 125388 218045 
226410 43973 62722 626410 40485 
262537 17660 662537 31342 25924 
170644 570644 106902 53931 97879 
217544 617544 42794 56002 66116 
298705 978 698705 574 1038 
140405 109504 540405 109904 99782 
93768 493768 231638 100550 80276 
7725 407725 202941 170522 211087 
13810 228693 166298 177389 413810 
289673 689673 4393 9899 6362 
204376 52026 85023 54199 604376 
179426 66869 70922 103357 579426 
112718 132960 79452 162152 512718 
166531 87526 90766 566531 88646 
190166 110350 43600 65718 590166 
61881 461881 138996 141171 196071 
153653 90098 117872 553653 84724 
252604 34267 26186 34339 652604 
218974 50724 51365 59963 618974 
166594 102488 62625 566594 101699 
237831 637831 29551 32062 62725 
234754 58577 31319 634754 40596 
15578 415578 211870 138604 218370 
136738 120335 89906 116283 536738 
162524 562524 79261 101203 94488 
126771 526771 133084 89856 123518 
107948 117437 507948 118825 147842 
120003 159978 106271 93745 520003 
125639 129875 93791 525639 125056 
235835 50580 635835 44203 33547 
240610 640610 42746 44642 31392 
15 175931 186921 237118 400015 
57785 207522 166413 110495 457785 
232216 54230 632216 61381 19957 
216232 39013 44188 84335 616232 
136408 536408 120908 115717 90559 
29254 429254 156609 218174 166709 
284832 10084 8222 12030 684832 
179367 579367 49013 73489 118764 
26614 155405 426614 209564 181803 
12044 188396 211795 412044 175721 
93939 493939 141447 170288 100387 
120439 160386 520439 90421 108315 
98165 131469 498165 174766 97435 
205433 65330 605433 69614 54190 
127218 79708 527218 130450 135406 
69700 469700 128787 124797 207016 
212321 49497 48656 77205 612321 
296726 696726 1852 1979 2717 
76542 158574 476542 157388 130954 
109198 66558 145506 169540 509198 
49372 449372 153612 182691 164953 
138452 538452 109765 128962 84369 
178283 123964 50624 578283 68846 
177036 80662 71674 93592 577036 
241103 43192 29047 641103 45555 
256835 22473 38520 25337 656835 
14681 209984 414681 123807 236847 
58894 161857 458894 90364 229991 
141750 108627 138056 541750 69817 
14649 252286 147111 171305 414649 
178697 115854 45451 81301 578697 
78878 478878 100503 180277 161464 
212546 78093 58990 612546 37825 
178260 102924 578260 58813 81743 
252829 652829 49857 22602 21883 
172629 572629 81960 93954 78828 
259990 31893 25606 22521 659990 
164834 564834 85495 118594 66243 
88974 207136 488974 120742 94174 
193397 593397 98188 63558 51460 
63199 463199 118533 155834 199235 
218347 37093 61415 618347 64798 
20683 420683 211533 165488 181613 
159080 107361 559080 94757 79722 
207467 107671 40723 607467 36672 
271595 17558 15310 671595 23942 
283371 9460 683371 12371 11427 
151398 107548 77871 111785 551398 
105051 116627 505051 163874 109397 
263208 26267 21896 663208 25421 
185603 97726 90993 585603 40075 
185625 64480 104188 585625 60082 
164885 115545 84420 564885 70265 
176069 83216 96926 67720 576069 
60474 460474 181925 85189 211938 
114288 514288 94451 153381 123592 
225720 54282 37496 625720 56782 
243753 643753 32995 33789 45710 
293765 693765 3514 5336 3620 
150209 550209 100777 97711 101094 
180347 90619 64122 84565 580347 
74533 158840 474533 182109 109985 
117722 166970 517722 88180 109406 
17653 231079 417653 190558 143057 
52862 158979 452862 142439 192858 
36574 141557 436574 239534 145761 
111387 511387 90875 169198 117153 
83979 483979 172141 147302 112599 
96853 150511 126945 496853 128838 
239180 36539 43953 639180 41148 
198512 598512 54739 92757 55480 
224740 45256 624740 60713 44551 
140967 124632 61808 540967 131626 
279346 11418 679346 15433 14457 
288814 688814 9474 5991 6907 
288061 7702 688061 7535 8641 
46648 156690 162345 187669 446648 
58768 164597 162589 458768 155278 
166295 108360 128872 30178 566295 
273674 15405 673674 12094 25153 
254293 31222 27397 32795 654293 
176853 576853 68691 59314 118289 
12580 412580 192323 195089 187428 
222578 69719 33120 52005 622578 
251545 651545 37188 34103 25619 
39858 183411 216505 120368 439858 
239478 639478 37867 40283 42894 
179589 579589 85743 106485 48594 
4462 404462 179432 187002 224642 
133088 99082 533088 88073 146669 
276724 676724 15375 19384 11793 
227386 46378 42264 56586 627386 
92546 136896 492546 106945 171067 
271143 15391 17215 671143 25108 
252952 29369 23708 652952 41019 
283103 683103 12489 10673 10632 
136925 137991 106050 82109 536925 
241122 641122 38726 37788 41242 
273773 19072 673773 21743 11639 
297085 1402 2003 697085 2425 
141062 541062 80062 115604 122210 
58052 207141 187061 89694 458052 
204707 604707 91947 43974 54665 
22806 171731 136901 422806 245756 
217809 46094 617809 58635 59653 
235255 42753 43374 43363 635255 
6768 406768 183563 157162 245739 
92269 145157 161727 492269 108578 
99724 124529 147789 499724 128234 
38121 135296 216694 171768 438121 
43051 180058 132085 201755 443051 
4217 203021 152854 404217 235691 
195195 59149 100073 50388 595195 
294643 2981 694643 3573 4160 
3364 403364 192592 190812 209868 
240003 39289 640003 38395 42310 
67756 467756 175821 122996 165671 
104713 504713 154233 124997 111344 
212712 39304 59478 612712 75794 
262815 18851 662815 29203 26316 
262444 662444 18254 31235 25623 
263948 17719 663948 28729 25656 
69030 106995 469030 127845 227100 
27505 189644 183446 171900 427505 
148613 117226 548613 119755 65793 
71878 121706 136655 471878 197883 
235569 635569 49468 46401 32993 
167588 121987 61717 567588 81120 
130474 89413 89508 530474 160131 
156393 122476 55073 109665 556393 
67603 182556 182189 100049 467603 
81976 125632 174471 135945 481976 
65693 192645 102167 465693 173802 
292947 692947 3639 4193 6274 
156935 86561 556935 101325 98244 
102504 105559 502504 176341 113092 
250274 32795 36954 29703 650274 
265909 665909 27597 21450 19135 
89068 489068 113678 158810 149376 
8507 245250 201176 136560 408507 
110799 510799 183968 88872 105562 
64965 240320 464965 110809 118941 
274821 17438 12041 674821 20879 
11485 411485 181600 212236 183194 
108606 154896 508606 116323 111569 
277925 14587 13878 15685 677925 
89355 489355 150923 178617 91750 
172889 81060 76262 572889 96900 
37515 437515 202880 166557 155533 
178708 83660 74790 578708 84134 
68915 128669 171167 468915 162334 
140974 108474 138498 71080 540974 
295154 695154 3956 3184 2552 
267785 667785 18574 21597 24259 
209958 609958 65132 73456 41496 
29494 198105 429494 178587 164320 
52469 452469 183785 170358 140919 
118959 87331 518959 171427 103324 
200285 62843 100439 600285 36148 
102812 133469 120795 140112 502812 
270113 19709 670113 20481 19584 
12275 177657 412275 184408 213385 
88571 163302 123307 136249 488571 
7164 225037 174414 186221 407164 
265935 20420 665935 27061 20649 
169989 109931 79513 70578 569989 
220114 58628 38472 62672 620114 
95934 90404 164580 495934 153148 
110822 71059 155381 151916 510822 
223829 58218 56121 623829 38003 
175495 575495 72748 79304 96958 
9974 204929 204327 409974 170796 
63239 232987 463239 71241 169294 
230093 47235 45106 630093 47473 
184213 63801 584213 77673 90100 
157867 79871 81643 557867 122752 
278617 10815 12040 19911 678617 
159479 72621 106583 559479 101838 
172322 97038 68409 572322 89909 
54120 158396 175849 454120 157515 
176940 99509 576940 88663 57948 
36719 144531 436719 135139 246892 
248001 26379 36258 648001 41361 
64427 177259 139598 464427 154289 
22779 206763 128273 422779 219406 
53119 151030 453119 171591 171141 
221140 55065 32180 621140 70475 
164462 67192 98234 564462 105650 
212585 37225 612585 57387 80218 
228860 628860 48294 35135 58851 
212122 70519 51341 53896 612122 
182774 45263 88366 582774 100823 
47527 182664 166858 155424 447527 
92987 161887 107621 144518 492987 
10542 244668 201624 410542 132624 
92495 152988 160761 101261 492495 
69555 162567 166147 132176 469555 
175512 575512 90813 71546 86617 
55863 185075 455863 142364 160835 
79049 479049 129218 85250 227434 
284552 12357 684552 11810 6729 
4304 404304 141594 228259 221539 
199485 60081 83280 599485 57669 
283195 683195 13498 11635 8477 
80880 195636 480880 140099 102505 
200264 43038 72181 84253 600264 
163045 105067 563045 51326 117517 
25021 169311 425021 175532 205115 
32075 187214 199186 432075 149450 
278264 13184 11297 678264 18991 
98139 207028 98563 98131 498139 
170151 41265 570151 96853 121580 
5787 187439 216471 405787 184516 
25590 425590 203121 180103 165596 
124173 154875 524173 126471 70308 
8341 177336 408341 246903 159079 
189642 72635 589642 102697 45384 
33290 161402 433290 185629 186389 
198123 598123 84822 69703 49229 
74181 169779 201760 80099 474181 
175820 575820 127971 27605 92784 
297644 697644 1815 1621 1276 
93853 136212 158933 493853 117149 
150718 141766 75416 550718 81382 
263526 663526 22725 28301 21922 
12323 208399 194558 412323 172397 
216256 44426 70781 616256 52281 
22846 169396 422846 194947 189965 
153122 97020 142016 54720 553122 
33548 184727 433548 133591 214586 
237 180124 187292 232110 400237 
108947 137428 133634 111044 508947 
69928 469928 204319 177681 78144 
176232 69743 576232 68037 109756 
178500 80507 578500 87227 75266 
55019 117241 215899 156822 455019 
231565 42940 631565 46555 47375 
28626 173993 428626 212697 156058 
126336 526336 109330 98507 139491 
244561 644561 21535 57654 31689 
204081 64435 52664 74739 604081 
126243 130805 142416 74293 526243 
280969 680969 14021 10307 13734 
267568 19949 12733 32182 667568 
165544 89213 79749 99950 565544 
266296 666296 18497 31667 17244 
161502 72799 118262 561502 85935 
240515 22530 640515 43040 53400 
49046 150713 117818 449046 233377 
263922 26817 9059 36280 663922 
175682 575682 84494 99799 64343 
182109 582109 70014 68022 97746 
217271 617271 44963 59439 61056 
161285 104294 92085 561285 81051 
293428 3699 5393 4052 693428 
120272 117674 126668 520272 115114 
146416 105706 89262 546416 112200 
127226 114446 92966 527226 138136 
236198 64539 42585 20480 636198 
143346 88306 543346 117492 107510 
132463 90608 139113 105353 532463 
157352 139398 50481 95417 557352 
86922 195464 53964 486922 176728 
145753 89774 78898 545753 139822 
110986 85555 510986 146463 146010 
137330 96426 124361 104553 537330 
265875 35377 20565 665875 12308 
154608 97374 554608 130375 63035 
104311 157390 504311 129116 104872 
15831 232444 415831 154780 181114 
48004 181250 136980 448004 185762 
56947 456947 128700 159571 197835 
178887 77696 578887 81945 82585 
126945 526945 105751 171331 69028 
206883 59647 57150 69437 606883 
16084 142842 243329 181661 416084 
103733 503733 127444 125362 139728 
87913 487913 72703 193452 158019 
49554 449554 135754 164649 200489 
194424 594424 74025 58802 78325 
261665 21642 26325 28703 661665 
102684 125900 502684 148381 120351 
239671 639671 35728 47070 37860 
231158 52325 631158 43993 41366 
236271 48243 50036 636271 29179 
42784 210436 124440 179556 442784 
38576 140478 179416 202954 438576 
96371 496371 141489 121052 144717 
170179 120851 86202 52589 570179 
996 213799 400996 135833 248376 
36249 182634 164765 180103 436249 
219505 46525 70291 44174 619505 
152035 107931 552035 104899 83100 
168189 568189 91364 74813 97445 
148922 147352 13889 548922 140915 
95708 187188 123484 97912 495708 
291140 691140 7187 4437 6096 
114999 123661 130292 514999 116049 
93464 109015 113785 190272 493464 
54848 129596 454848 201779 158929 
284961 7408 684961 11573 11097 
171834 128015 98093 30224 571834 
78206 169379 138166 478206 136043 
106148 72726 94141 506148 220837 
287102 11586 6533 7677 687102 
60995 132428 206786 460995 138796 
224635 49212 66643 34875 624635 
156484 59109 556484 111355 116568 
243323 27964 35181 643323 50209 
164108 87233 93758 564108 90793 
98255 498255 177768 106646 119076 
9470 151148 230721 409470 199191 
22915 181689 422915 283205 89276 
154054 554054 107009 73859 111024 
57002 457002 165570 186175 134251 
99086 152161 89653 160014 499086 
263025 663025 21055 30495 22400 
252778 33355 652778 22249 38840 
65669 465669 179336 125344 163982 
44300 122655 183998 444300 204747 
219067 619067 51636 41686 68544 
107676 142752 125325 116571 507676 
186225 69346 85875 586225 72329 
247812 35801 647812 29729 38846 
100558 66263 200651 131970 500558 
132250 126848 120409 88243 532250 
270427 670427 22839 18886 17421 
66719 193835 139230 133497 466719 
159693 97691 64954 117969 559693 
297713 1351 697713 1613 1610 
82856 159927 127963 146398 482856 
262821 20521 34753 662821 19084 
296233 2887 2201 696233 2446 
184394 77465 584394 43136 110611 
76160 183385 476160 135837 128458 
203935 50979 54137 603935 87014 
59179 134204 115567 459179 231871 
75704 475704 161903 148759 137930 
114252 514252 113443 136610 121443 
22235 174121 171760 209649 422235 
271546 16289 21033 671546 19586 
18990 418990 181872 153633 226515 
199995 72421 35443 92146 599995 
248711 648711 44713 30765 27100 
118332 518332 104046 101516 157774 
130981 173997 530981 59895 104146 
280058 15546 7258 680058 17080 
244553 25155 44751 644553 40988 
25362 425362 156764 164869 227643 
25174 215269 425174 146449 187934 
173009 573009 83910 59791 110281 
128522 116678 528522 84383 141895 
14758 414758 195444 197485 177555 
261690 25005 661690 28324 23291 
7086 229781 407086 190147 165900 
31937 188871 202981 144274 431937 
180715 76057 580715 90543 71970 
280126 680126 13585 14930 11233 
39257 439257 167160 182625 171701 
123853 103453 133400 523853 115441 
286864 10527 9890 686864 5855 
85216 177923 96552 485216 155093 
278951 14323 678951 11629 16146 
36843 174492 436843 208203 143619 
5158 405158 192217 207518 189949 
116017 110704 516017 100843 156419 
15090 214422 415090 192858 162540 
125186 118068 115184 116376 525186 
16306 416306 197708 183444 186236 
130972 144007 97054 96995 530972 
247339 32965 35880 36477 647339 
103718 126222 202244 503718 64098 
252489 652489 30669 36268 28085 
288071 5519 6341 688071 11998 
64413 172434 464413 157952 140788 
137531 114670 81679 128589 537531 
203970 603970 68582 62389 61089 
150273 114541 550273 97674 87239 
96764 112858 128696 496764 164918 
273581 673581 9021 15770 28047 
271534 671534 18011 18995 19926 
48602 448602 156889 176018 169889 
146975 117847 78389 546975 109814 
180974 580974 92646 83364 62042 
143622 111858 61402 543622 139496 
13393 155647 249902 413393 167665 
112828 136389 512828 142854 95101 
118429 518429 106953 136178 120011 
257156 25127 25847 657156 34714 
6998 175308 248998 161698 406998 
105894 75750 505894 215616 96846 
40759 440759 200338 126931 191213 
275957 21709 11260 675957 15117 
12348 412348 175150 194396 205758 
74642 474642 118449 166390 165877 
6006 202985 154601 230402 406006 
152757 552757 97298 99632 97556 
114724 136374 121001 514724 113177 
236689 55515 636689 34584 36523 
25440 425440 176812 175462 196846 
281716 13142 681716 8838 14588 
203341 85374 603341 36339 71605 
198050 56533 68661 78706 598050 
176801 576801 69334 92006 85058 
213061 37868 613061 55237 80773 
54070 172020 454070 148717 171123 
103692 503692 184086 78684 129846 
199306 67612 599306 60015 73761 
157418 61909 140117 83138 557418 
118997 136831 151222 518997 73953 
222506 52425 46116 56447 622506 
277755 10743 677755 21162 12585 
191802 84611 591802 49374 82411 
105434 140687 505434 199672 48773 
256262 16031 37827 33618 656262 
283444 9607 683444 5892 17613 
147294 141887 118548 547294 44977 
249664 649664 11272 35542 53858 
148852 104053 548852 84651 113592 
156801 86208 556801 119794 80396 
111919 82962 105314 187886 511919 
59451 132903 125262 222933 459451 
82363 149331 139218 482363 146725 
149830 549830 102668 105106 92566 
96396 70909 146234 190065 496396 
266978 18535 666978 29093 18416 
263928 27124 663928 13808 31212 
140565 157639 540565 32024 129207 
182412 582412 73636 74187 87353 
239133 38140 36669 46925 639133 
57236 457236 159813 145033 180682 
115058 135686 515058 131914 102284 
217023 40786 70001 55167 617023 
105732 111523 505732 116555 160458 
68663 155506 468663 145335 161833 
156606 53931 119329 113528 556606 
72638 172921 160774 121029 472638 
186787 77812 90464 58150 586787 
66767 221135 466767 98134 147197 
270120 22436 21229 670120 16095 
246490 23887 646490 33561 49572 
18341 164417 418341 212103 186798 
175546 78894 84063 575546 85951 
281766 11686 681766 11945 12837 
14789 139080 199318 232024 414789 
46878 446878 152407 142377 211460 
205318 50086 79065 605318 60213 
11480 177468 182722 411480 216850 
55322 179741 173769 135846 455322 
252386 19737 45003 652386 30488 
195182 65543 77494 66599 595182 
262952 12112 25738 662952 36246 
99728 499728 195989 125559 78996 
88392 488392 167162 135345 120709 
36066 94942 260045 436066 172881 
222056 74199 622056 42207 39482 
81499 481499 143973 114003 179026 
28332 184651 428332 162580 196105 
285212 685212 6817 7892 14867 
265109 20129 25839 665109 23814 
36738 162922 186270 177332 436738 
286675 10131 7185 686675 9334 
177682 81115 577682 97637 65884 
64184 464184 171509 112317 187806 
176534 117096 576534 71230 58606 
50090 146338 163442 450090 190040 
270749 22330 670749 17038 19134 
152125 109217 122316 552125 64217 
205301 65998 67160 605301 56240 
48513 189717 153961 159296 448513 
112921 123317 169801 81040 512921 
158284 95932 68422 119078 558284 
250913 29759 27719 650913 40696 
218331 64923 618331 52245 46170 
80601 480601 160908 156252 121638 
5975 405975 231771 172774 183505 
29205 182888 149408 429205 209294 
100466 500466 118855 192642 87571 
245486 49681 21233 38114 645486 
195537 72492 90387 595537 46047 
264242 21891 19555 664242 30070 
15528 222083 187772 415528 159089 
46545 446545 164959 141376 200575 
252931 41924 652931 26498 25716 
88370 488370 100943 218501 103816 
26858 201930 188125 156229 426858 
140174 540174 67525 113179 138948 
148623 88909 91508 122337 548623 
258833 28677 658833 19029 34628 
224438 624438 51012 54114 45998 
294913 694913 3329 2640 4205 
236272 59340 26383 636272 41733 
42237 165463 153178 442237 196885 
54182 454182 169532 165555 156549 
141782 119576 76549 120311 541782 
206026 79512 34166 74270 606026 
216805 12330 93262 60798 616805 
79260 479260 141131 176462 123887 
13585 231216 413585 139917 201697 
112863 111832 138472 512863 123970 
194716 594716 52352 49577 108639 
55969 161614 162838 455969 163610 
10615 410615 225940 177771 175059 
224734 42913 66275 624734 41344 
52246 128331 452246 126198 240979 
34802 134354 185132 434802 210910 
268809 21267 668809 27852 13263 
265842 665842 22348 27603 18365 
123677 523677 112771 122546 117329 
265041 665041 29119 19408 21391 
34118 182687 135054 214023 434118 
252435 27832 24778 42520 652435 
99009 499009 111514 171471 118997 
153789 79703 553789 88725 123994 
252278 27381 23705 652278 44358 
162318 109339 91608 74417 562318 
72456 472456 242512 118834 93742 
115906 162469 105158 100561 515906 
98210 498210 83364 122847 197369 
221847 42545 53802 59959 621847 
70855 129619 470855 213575 115096 
199449 81151 599449 65349 54602 
221402 49470 51524 56202 621402 
189787 73646 71407 589787 75373 
161810 80005 561810 62285 134090 
247943 25253 45478 33383 647943 
180929 114659 85940 37543 580929 
103647 171220 105166 116320 503647 
11447 411447 194230 195906 186970 
147629 127853 52932 547629 123957 
186527 67397 93967 65582 586527 
291985 5435 5304 5291 691985 
58721 194244 107623 180691 458721 
275952 675952 17192 15604 15300 
192905 592905 68989 96573 48628 
50688 450688 131660 177197 189767 
59700 117799 152595 210206 459700 
48678 199503 167278 448678 135863 
35997 165253 159527 203226 435997 
293612 4200 3475 693612 5101 
185387 68556 585387 72430 88240 
35593 186154 435593 123696 218964 
50037 166280 450037 162511 171135 
91789 122838 101985 191599 491789 
230620 42460 630620 51470 44830 
260203 660203 32955 34786 11853 
157049 128637 99564 57701 557049 
72599 106364 472599 179045 169393 
966 204495 197857 400966 195716 
69866 204605 469866 177517 78146 
95650 139908 495650 154722 114070 
248808 648808 33256 36739 32389 
74283 474283 182845 140341 128248 
220328 620328 36884 58476 63984 
49468 214082 213515 449468 73467 
194290 77486 88816 594290 45118 
251929 651929 33207 23125 39810 
39108 439108 191404 161159 169221 
152487 101823 73504 119699 552487 
213683 80608 71289 613683 20737 
291642 5587 4283 6846 691642 
236395 636395 39182 43623 44405 
68331 468331 121112 121912 220314 
64035 136596 120259 215075 464035 
122751 118772 65510 522751 170216 
231812 39202 70005 631812 27169 
234418 634418 54304 39840 37020 
160012 91892 560012 101427 86657 
134015 123148 534015 121907 86915 
67241 467241 173239 156301 135978 
138591 153840 54945 538591 114033 
162285 562285 82345 94758 98327 
139007 112810 99631 539007 109545 
79164 479164 245658 105383 90631 
176997 576997 73075 105806 67125 
32945 432945 131866 193483 208761 
201782 53110 49420 93906 601782 
47012 170040 447012 213686 122250 
290891 6287 5063 690891 6868 
18370 168287 418370 205995 188978 
167851 86805 68660 567851 108833 
71322 185501 140396 471322 131459 
192840 83329 60693 70298 592840 
284850 9744 11134 9422 684850 
78574 159137 197297 86418 478574 
225376 38349 61509 49390 625376 
262341 23618 662341 33812 17888 
201348 73267 601348 61935 62102 
148351 548351 77258 122381 103659 
201996 601996 57904 81158 56946 
133494 86997 533494 190908 55107 
176169 95568 576169 34463 117631 
27805 184505 180098 427805 179787 
17898 181840 176430 417898 205934 
299515 321 241 408 699515 
233953 41337 633953 36695 54062 
239583 42107 45754 639583 32973 
58680 458680 147898 184973 149769 
133392 110636 533392 132571 90009 
191436 66438 84256 591436 66434 
141869 541869 133883 100195 82184 
256990 25021 24675 36324 656990 
69289 199321 125232 469289 136869 
84259 83986 169726 177770 484259 
53416 453416 159687 176291 157190 
8364 215143 176883 191246 408364 
177831 577831 70858 76530 96950 
199714 48926 80171 71475 599714 
154723 77851 106806 105897 554723 
286401 11434 9993 686401 5771 
44140 186901 209041 444140 115778 
43702 142016 203210 443702 167370 
254748 654748 25423 33980 31101 
220902 47351 620902 59443 51402 
38106 438106 214730 156559 152499 
51696 192936 451696 139460 164212 
239001 42008 45910 639001 34080 
24298 122387 424298 222421 206596 
231145 631145 43933 64034 29743 
97017 93759 497017 112436 199771 
172850 110950 572850 59679 83671 
219321 619321 50509 52110 58739 
133260 138068 107725 533260 87687 
176194 51131 576194 107339 89142 
56891 190834 101345 194039 456891 
56952 456952 160380 180581 145135 
78742 198704 478742 95871 147941 
110993 148513 510993 126744 102757 
225527 41891 625527 49558 57497 
280111 680111 17119 11449 11210 
128593 139634 528593 123027 80153 
159582 96420 84656 559582 99760 
144294 138988 99984 72440 544294 
183390 583390 96527 60543 76150 
164209 564209 130082 48920 92580 
129742 529742 105160 112714 122642 
107459 143394 507459 88509 153179 
156507 69811 556507 132873 84302 
257682 657682 18663 23641 42332 
194500 87411 594500 53874 69715 
59871 459871 138406 157076 184776 
219875 36170 65089 58991 619875 
236131 44388 34234 636131 49116 
45709 138201 234487 445709 135894 
157444 154176 42902 557444 88034 
29922 207635 429922 130198 202323 
245089 43866 31866 34090 645089 
120875 520875 121827 135849 100574 
187681 587681 76111 62522 86005 
273577 673577 19859 16639 16348 
167383 567383 128379 79258 57597 
265984 29564 665984 20054 18414 
124045 131427 524045 125258 95225 
281898 10370 14942 681898 10892 
185053 71953 54611 103330 585053 
99797 129969 193466 499797 76971 
116084 516084 115112 145172 107548 
52502 139592 183392 452502 172012 
