1000000 5 0.3 10000
58783 197638 186882 197914 358783 
39934 196047 258732 165353 339934 
72360 372360 159989 193469 201822 
35767 212105 190522 335767 225839 
125560 100578 149989 425560 198313 
136521 96426 160379 436521 170153 
117516 417516 143199 135951 185818 
257367 557367 71691 66319 47256 
38831 123843 261474 338831 237021 
57587 199488 357587 205777 179561 
296906 33412 596906 36574 36202 
51766 220197 195539 351766 180732 
190874 114349 490874 123017 80886 
204273 89199 504273 122826 79429 
101714 191787 401714 158380 146405 
259426 62932 63112 559426 55104 
117096 417096 186743 125406 153659 
157188 163873 105704 116047 457188 
56726 356726 215683 217562 153303 
318778 21776 18137 618778 22531 
296740 25183 33839 596740 47498 
115645 178688 415645 150405 139617 
12107 229682 312107 210754 235350 
7146 307146 236336 214052 235320 
9222 309222 220645 235028 225883 
187551 77028 487551 145123 102747 
297765 28889 26907 48674 597765 
3647 303647 250660 205981 236065 
181265 481265 114071 110768 112631 
201168 116946 100011 80707 501168 
65080 365080 185548 189354 194938 
31091 198000 331091 226593 213225 
43027 202440 343027 189104 222402 
41010 199750 187934 230296 341010 
56206 189719 182666 356206 215203 
191638 491638 120341 123034 73349 
268515 69046 41330 52594 568515 
153384 453384 148470 96378 148384 
100701 153723 183217 161658 400701 
172100 118405 136696 100699 472100 
296773 28984 46092 31378 596773 
93721 172185 189606 150767 393721 
63619 169959 234037 168766 363619 
242365 66414 82172 66684 542365 
213626 51558 95181 513626 126009 
167283 99760 467283 56986 208688 
220319 82830 103475 73057 520319 
201926 501926 76352 135220 84576 
348630 886 886 968 648630 
167574 124448 78774 161630 467574 
1028 246672 229666 221606 301028 
137366 118826 138472 437366 167970 
336271 9208 4892 13358 636271 
157437 119841 457437 139681 125604 
7232 307232 225930 211628 247978 
192883 116351 111190 86693 492883 
164742 101106 148858 464742 120552 
274404 57606 574404 47128 46458 
137557 207629 437557 97472 119785 
307442 607442 24754 37283 23079 
47034 210696 230534 164702 347034 
31779 223438 183942 331779 229062 
338347 6300 8438 8568 638347 
140759 133458 440759 168655 116369 
192221 101009 107521 107028 492221 
341194 641194 4152 4356 9104 
190200 110015 102796 490200 106789 
101500 401500 171767 176384 148849 
232557 97473 48010 532557 89403 
234702 92387 534702 68539 69670 
329873 629873 15995 8860 15399 
6464 306464 237020 219540 230512 
285219 585219 51335 54693 23534 
141582 441582 127963 104596 184277 
114471 125509 414471 128766 216783 
95678 209337 127865 395678 171442 
347292 2329 1516 647292 1571 
128086 428086 120379 151068 172381 
41196 341196 215802 190724 211082 
303004 47539 23501 603004 22952 
75456 375456 183764 141421 223903 
79193 137780 195186 379193 208648 
336622 8249 7840 636622 10667 
101689 205753 135021 401689 155848 
142088 101681 442088 163668 150475 
294592 24726 594592 54599 31491 
181835 481835 126187 109998 100145 
104559 153926 404559 133586 203370 
248633 68208 73907 548633 60619 
65017 208231 365017 173911 187824 
283925 41944 37990 52216 583925 
322243 18209 17193 622243 20112 
177646 92322 91850 160536 477646 
85601 385601 183560 194445 150793 
330568 14124 630568 6147 18593 
298126 36859 36860 598126 30029 
45760 345760 194537 214072 199871 
223905 72808 69755 523905 109627 
287024 587024 48509 30442 47001 
75839 204332 156409 187581 375839 
48827 200591 348827 201798 199957 
293590 29946 593590 46112 36762 
199244 97433 92226 111853 499244 
42970 205653 342970 194870 213537 
18144 233951 204537 318144 225224 
217153 517153 68277 105978 91439 
345402 645402 3587 2373 3236 
140754 440754 263875 90710 63907 
119892 419892 146433 196738 117045 
186354 486354 157600 54587 115105 
95815 171405 193071 395815 143894 
269281 569281 44986 55214 61238 
78067 149758 378067 194538 199570 
249515 48671 98363 549515 53936 
298672 35320 27495 39841 598672 
166976 109827 138299 117922 466976 
170570 470570 103659 142454 112747 
145054 142689 138793 445054 128410 
58622 358622 177686 199327 205743 
284338 67912 25891 37521 584338 
190594 69638 490594 132879 116295 
56282 213699 356282 159746 213991 
232970 78233 532970 86250 69577 
118292 176072 418292 155755 131589 
66111 187358 366111 192941 187479 
319851 619851 20087 21497 18714 
241866 56032 69427 541866 90809 
287837 45468 39849 39009 587837 
302477 37280 24460 602477 33306 
168152 468152 193417 82121 88158 
223857 523857 82538 94382 75366 
152529 118844 103773 172325 452529 
226197 69591 91061 526197 86954 
62669 146959 362669 206038 221665 
249052 45138 69125 87633 549052 
128430 222466 120101 428430 100573 
110008 410008 93394 184420 202170 
171335 128159 471335 127850 101321 
1008 301008 260695 215252 222037 
55205 176982 355205 212894 199714 
1950 238765 301950 205310 252025 
217797 68173 517797 114389 81844 
69896 173612 197706 188890 369896 
264008 77374 44257 564008 50353 
127313 160176 427313 53939 231259 
15885 187662 315885 259124 221444 
223143 72601 83415 97698 523143 
271196 48688 58314 571196 50606 
109490 181597 409490 136590 162833 
281389 581389 42885 38767 55570 
31061 237315 184858 215705 331061 
313781 25113 13581 33744 613781 
186533 105968 122310 486533 98656 
208507 66689 130119 508507 86178 
70226 191754 370226 217144 150650 
40647 340647 200734 218957 199015 
296741 596741 21054 43355 42109 
121373 125074 190470 421373 141710 
31281 331281 195307 248382 193749 
218152 518152 105238 45820 112638 
174936 128738 88704 474936 132686 
101580 134670 401580 144405 217765 
345444 2106 2814 4192 645444 
37863 199187 218576 337863 206511 
209163 87490 87145 509163 107039 
10223 206452 244484 228618 310223 
240170 540170 82942 57280 79438 
283252 44660 35286 53550 583252 
23573 213758 202564 236532 323573 
21771 227994 205804 321771 222660 
12659 184902 312659 228130 261650 
177789 99394 477789 130271 114757 
164306 156044 464306 99562 115782 
115522 415522 173133 139208 156615 
34394 334394 228100 192209 210903 
72830 177026 139350 237964 372830 
272859 30916 73161 572859 50205 
59791 208008 174550 197860 359791 
77905 186795 210699 146696 377905 
224468 99602 73074 78388 524468 
49185 157286 203042 241302 349185 
18092 318092 231834 229662 202320 
71415 206148 371415 167516 183506 
200566 65267 133844 500566 99757 
217551 84041 78351 517551 102506 
32436 240434 194813 332436 199881 
232631 79832 85605 69301 532631 
303474 24142 37145 603474 31765 
86764 204990 181124 386764 140358 
43010 192287 220447 201246 343010 
275400 53531 66266 575400 29403 
88403 179625 168326 175243 388403 
149387 166719 449387 88638 145869 
43612 189485 211538 343612 211753 
318486 21436 13139 28453 618486 
204373 121256 86352 504373 83646 
41329 204880 211174 201288 341329 
343925 4321 643925 3624 4205 
125523 156487 167269 125198 425523 
28316 328316 185332 226112 231924 
302543 602543 43290 26686 24938 
29021 329021 250659 215455 175844 
201143 80064 139083 501143 78567 
170563 113179 104112 470563 141583 
324072 624072 15345 19614 16897 
136654 147582 436654 138841 140269 
150303 450303 131205 120058 148131 
308279 38188 30900 608279 14354 
19517 220156 319517 212402 228408 
73411 197824 373411 167936 187418 
220748 115636 520748 68604 74264 
105203 172485 202806 405203 114303 
43368 151159 204960 343368 257145 
201163 501163 95323 93629 108722 
341692 5861 5806 641692 4949 
90887 390887 201696 136898 179632 
315475 8722 27128 33200 615475 
167980 97585 155894 467980 110561 
119670 242672 99384 419670 118604 
19376 192629 319376 261404 207215 
63163 196810 363163 196783 180081 
83026 203184 202671 383026 128093 
344313 3366 3718 4290 644313 
43972 214250 343972 208097 189709 
63865 173491 193572 205207 363865 
149880 157747 102563 449880 139930 
79580 197807 145938 379580 197095 
325903 16314 14823 17057 625903 
203643 84364 109031 503643 99319 
298432 598432 40567 30985 31584 
110985 187322 140931 149777 410985 
70334 205977 370334 150796 202559 
243673 80400 53408 78846 543673 
247370 78340 547370 86356 40564 
5192 211407 305192 243190 235019 
319304 619304 17216 24923 19253 
122350 177788 150284 422350 127228 
59465 147570 359465 214651 218849 
139325 116610 149086 155654 439325 
344140 644140 4512 5281 1927 
158621 103456 458621 156083 123219 
155138 112346 455138 161673 115705 
156368 85813 136220 456368 165231 
154515 147048 454515 94904 149018 
133760 109441 112914 210125 433760 
248072 101553 52147 50156 548072 
236663 53519 61017 536663 112138 
158697 458697 134759 121845 126002 
312188 29408 25086 21130 612188 
36867 229460 175634 221172 336867 
147290 146947 447290 153516 104957 
266800 56758 566800 64187 45455 
177560 102564 119405 122911 477560 
144980 165930 444980 126250 117860 
258133 45060 74274 64400 558133 
335801 10451 8395 635801 9552 
247872 53792 90874 59590 547872 
279957 579957 58986 48098 33002 
119000 419000 183559 119956 158485 
124119 424119 110107 165007 176648 
73083 229518 182357 373083 141959 
280288 49061 580288 40295 50068 
108069 408069 124630 146988 212244 
182410 114375 63129 157676 482410 
7971 222626 307971 229893 231539 
130374 120514 187886 430374 130852 
234114 79515 79438 72819 534114 
159639 134187 142861 459639 103674 
259579 89851 54969 559579 36022 
196542 64398 496542 134467 108051 
228538 78858 57419 106647 528538 
53020 189132 192347 353020 212481 
83968 142523 383968 170766 218775 
141963 441963 99337 159958 156779 
173584 103517 125713 473584 123602 
315125 20922 23131 25697 615125 
59136 359136 198984 191769 190975 
251094 551094 56963 79055 61794 
303090 35569 32547 25704 603090 
5753 305753 241161 208924 238409 
221807 78238 61989 521807 116159 
186093 79647 486093 142647 105520 
285014 32010 51959 46003 585014 
85016 182075 161954 185939 385016 
219209 519209 87283 107615 66684 
331402 12931 631402 12445 11820 
312320 20685 26173 612320 28502 
140011 134265 440011 136981 148732 
92969 184656 163871 392969 165535 
242101 64306 93628 542101 57864 
247653 547653 63525 58545 82624 
203662 503662 113583 97001 82092 
318108 22212 618108 18330 23242 
42792 223876 188583 342792 201957 
197820 91429 64141 497820 148790 
79719 139679 189229 379719 211654 
12500 206464 312500 240484 228052 
237065 85259 75091 65520 537065 
230017 530017 73211 84221 82534 
303138 30461 30767 32496 603138 
195101 132964 97370 79464 495101 
144699 162990 119100 444699 128512 
75230 145812 212075 191653 375230 
222479 59549 122008 522479 73485 
208139 86346 99798 97578 508139 
256465 66751 556465 67808 52511 
16126 198446 316126 249611 219691 
226253 44436 526253 84587 118471 
132062 171286 106028 432062 158562 
148253 448253 128612 186711 88171 
212065 512065 98609 93962 83299 
145648 100659 171801 136244 445648 
165525 174575 83505 110870 465525 
20887 223041 210494 320887 224691 
68806 168265 216363 177760 368806 
53165 209527 353165 181015 203128 
49223 222199 221837 349223 157518 
20426 219950 224347 214851 320426 
209669 54766 509669 102706 123190 
305 300305 262900 223050 213440 
196290 102743 496290 117397 87280 
236536 536536 86263 74134 66531 
30747 195830 206886 235790 330747 
285222 49168 585222 36550 43838 
134733 126129 117747 434733 186658 
347979 1304 930 647979 1808 
25994 212971 233445 325994 201596 
72945 165129 372945 189807 199174 
180181 104197 103563 480181 131878 
240941 50916 78090 540941 89112 
312553 23393 15155 36346 612553 
228733 76921 528733 76129 89484 
83992 383992 137242 191783 202991 
318841 21491 618841 20552 20275 
33962 215087 224600 333962 192389 
61128 162233 230996 361128 184515 
263655 50391 563655 71865 50434 
280573 23108 580573 54506 61240 
250083 550083 48515 73040 78279 
131391 178246 165414 93558 431391 
61800 160161 236714 179525 361800 
75468 375468 210622 123725 214717 
244444 88052 48567 544444 74493 
105500 405500 201891 161727 125382 
302006 602006 28871 32800 34317 
313511 23686 31291 613511 18001 
1857 217376 301857 243703 235207 
30678 228489 330678 235265 174890 
150021 450021 103127 159887 136944 
13542 221963 313542 217419 233534 
112427 218276 412427 142108 114762 
122168 108733 422168 171669 175262 
180059 480059 160560 95725 83597 
20408 241236 320408 205925 212023 
329143 629143 13095 13819 14800 
311048 611048 35410 30941 11553 
113932 123757 177666 170713 413932 
294021 25062 43394 594021 43502 
99420 399420 162108 174739 164313 
244160 74599 544160 74651 62430 
308763 23068 42863 16543 608763 
21653 235866 193121 227707 321653 
291784 591784 36609 45345 34478 
280937 580937 34456 52348 51322 
165733 465733 129783 135261 103490 
199187 88110 499187 121238 92278 
51628 203260 203432 351628 190052 
143887 133684 443887 220677 57865 
255301 555301 78592 47641 63165 
67864 367864 200054 207885 156333 
339245 8999 6827 5684 639245 
67525 194785 367525 196127 174038 
295568 29890 595568 24209 54765 
6351 220643 306351 257870 208785 
220555 80821 520555 75247 102822 
18878 207902 318878 253490 200852 
117367 194671 136601 417367 133994 
261897 35551 79084 561897 61571 
160686 129521 460686 112758 136349 
44743 209849 140433 260232 344743 
211843 511843 83032 109117 84165 
213364 513364 116929 85399 70944 
106806 139981 167819 406806 178588 
288755 41606 35804 588755 45080 
27858 224087 209692 327858 210505 
199937 159319 499937 95224 45583 
290427 28976 44035 590427 46135 
236124 50283 536124 69440 108029 
97754 207757 397754 126475 170260 
294726 26417 42341 594726 41790 
340887 5311 640887 5632 7283 
154966 454966 122848 115027 152193 
238950 538950 62278 63463 96359 
1968 301968 217013 232032 247019 
304915 37837 23732 604915 28601 
308452 25947 608452 28744 28405 
212713 512713 58634 129419 86521 
197859 497859 48498 108498 147286 
80396 153793 380396 167421 217994 
311549 26678 20225 29999 611549 
38007 338007 190916 206807 226263 
319568 21354 619568 13270 26240 
160552 109285 460552 125677 143934 
307417 20738 39939 607417 24489 
159300 155942 105095 459300 120363 
317956 27072 617956 18708 18308 
223530 118123 71211 63606 523530 
106865 406865 150349 147505 188416 
269068 55219 569068 47573 59072 
345255 2319 3816 645255 3355 
292726 44233 592726 19742 50573 
251646 43027 77611 76070 551646 
148547 448547 143186 177116 82604 
22988 231905 198890 322988 223229 
5990 275994 191467 305990 220559 
276480 54862 576480 49886 42292 
184129 99390 81006 151346 484129 
344532 644532 2532 4210 4194 
262790 562790 35795 53989 84636 
158164 138196 458164 108111 137365 
198885 108405 69690 498885 124135 
331347 17517 8396 11393 631347 
101225 136680 218322 142548 401225 
344146 2971 4868 3869 644146 
113471 413471 149395 144673 178990 
99388 147731 188967 164526 399388 
254615 80122 60222 50426 554615 
255196 555196 80238 58020 51350 
16863 217911 219861 316863 228502 
271628 39202 59745 571628 57797 
211423 79325 511423 116887 80942 
207535 109291 75618 507535 100021 
226501 526501 66864 94494 85640 
316514 616514 16865 19824 30283 
338872 638872 4553 9244 8459 
212625 97865 512625 92953 83932 
311907 15968 25512 34706 611907 
53550 196684 199164 197052 353550 
277862 60661 36537 577862 47078 
110022 137444 184943 157569 410022 
209314 73707 124124 509314 83541 
306208 17673 606208 30429 39482 
193676 165835 50944 493676 95869 
36831 336831 261047 172824 192467 
230858 87681 530858 89518 61085 
10349 227278 310349 225192 226832 
239832 51312 78181 539832 90843 
74498 189427 177010 374498 184567 
288190 588190 30833 51593 41194 
118412 173593 126036 418412 163547 
224710 102259 80287 524710 68034 
247115 70553 547115 70220 64997 
35787 145816 335787 243056 239554 
131050 142202 431050 163991 131707 
198531 98089 111552 498531 93297 
320712 25503 20863 12210 620712 
190478 128845 87703 102496 490478 
19962 220825 204497 234754 319962 
148857 125076 125635 448857 151575 
17815 203839 246798 317815 213733 
332092 11456 10819 13541 632092 
273983 51436 573983 35456 65142 
71193 371193 211362 216863 129389 
4506 222703 304506 245444 222841 
301287 31908 46598 601287 18920 
227710 527710 69276 55018 120286 
65248 204864 365248 179949 184691 
35205 335205 196873 245931 186786 
241994 541994 45101 91130 79781 
220478 95881 93642 520478 69521 
213572 513572 112875 91018 68963 
77208 377208 187606 173225 184753 
73404 175991 222354 373404 154847 
283407 35522 583407 55732 41932 
100466 149238 199179 400466 150651 
200264 123220 77933 98319 500264 
243061 78044 65847 543061 69987 
212071 102388 103219 70251 512071 
140742 183030 116353 440742 119133 
204213 504213 114648 77444 99482 
216305 106894 516305 64199 96297 
17622 317622 232501 190494 241761 
251979 71285 551979 56352 68405 
193313 108666 102834 101874 493313 
223601 523601 112595 88239 51964 
152054 145244 137892 452054 112756 
237204 91620 537204 76176 57796 
279742 40058 59661 579742 40797 
952 253434 238444 206218 300952 
63070 212905 159604 201351 363070 
137674 118419 139394 437674 166839 
193079 147903 493079 70907 95032 
292596 35628 592596 48710 30470 
116226 416226 97196 168478 201874 
114279 414279 137321 214584 119537 
308981 32474 20846 28718 608981 
25057 325057 247948 194633 207305 
148958 139106 146322 116656 448958 
82499 217115 382499 157510 160377 
336799 7046 636799 11548 7808 
301424 32238 28760 601424 36154 
30962 244736 180358 330962 212982 
288768 49062 588768 56150 17252 
294562 36659 36821 594562 37396 
201322 116336 93683 501322 87337 
55517 209470 214704 355517 164792 
174898 105692 178436 66076 474898 
340125 7238 6081 640125 6431 
105576 181236 405576 135271 172341 
293653 55691 32451 24552 593653 
54923 225183 354923 217274 147697 
95978 169512 175859 162673 395978 
145816 198924 76216 133228 445816 
62485 202315 215080 157635 362485 
176019 109793 476019 158689 79480 
77078 193314 377078 151775 200755 
179409 97033 479409 103526 140623 
110508 410508 194638 116988 167358 
269417 73945 43374 43847 569417 
165435 109588 172360 87182 465435 
56463 176585 356463 238952 171537 
253738 89860 553738 49488 53176 
245302 78243 61502 69651 545302 
275011 36819 69935 575011 43224 
161558 146325 80012 461558 150547 
233903 112143 54746 533903 65305 
258266 65556 558266 52360 65552 
205943 115996 505943 104295 67823 
62516 151137 227663 196168 362516 
16533 215084 238630 316533 213220 
54817 354817 201132 208960 180274 
228928 528928 98104 82513 61527 
115107 415107 203935 154071 111780 
80430 380430 229084 121307 188749 
257560 100120 557560 39224 45536 
107208 193666 144265 147653 407208 
49128 349128 161427 205572 234745 
190351 490351 128954 101851 88493 
179808 144464 479808 68459 127461 
322828 18122 19742 16480 622828 
325524 15869 14184 625524 18899 
293920 593920 42002 36978 33180 
115864 415864 194592 125580 148100 
316481 18668 26487 616481 21883 
306036 23310 28221 606036 36397 
295441 53845 595441 23650 31623 
318255 17921 26223 618255 19346 
34354 334354 216237 188612 226443 
121233 159193 197170 101171 421233 
205174 117363 90623 505174 81666 
262539 562539 56223 61026 57673 
312352 29740 27717 612352 17839 
344385 4628 2182 644385 4420 
271783 54981 58744 42709 571783 
321267 16578 621267 14188 26700 
346475 2695 646475 2432 1923 
53346 353346 199564 195150 198594 
109299 120701 205704 154997 409299 
191408 491408 87570 87739 141875 
5359 305359 210996 225921 252365 
3105 214861 250953 303105 227976 
25100 210678 325100 243420 195702 
50384 190578 194543 350384 214111 
60653 223327 360653 136032 219335 
199167 91201 147466 499167 62999 
190223 490223 98846 118652 102056 
283433 41248 43736 48150 583433 
160741 460741 90983 108979 178556 
71633 201066 147624 208044 371633 
345129 2023 645129 3184 4535 
99418 179731 107732 399418 213701 
133598 162337 433598 129299 141168 
54108 164458 354108 212509 214817 
318764 21711 15086 618764 25675 
127974 140688 180495 427974 122869 
15761 315761 231708 190748 246022 
207699 115621 72654 507699 96327 
217178 517178 110818 67602 87224 
41388 242198 216644 158382 341388 
1513 207341 268036 221597 301513 
9639 204410 245719 230593 309639 
190232 89466 98811 490232 131259 
8971 308971 219863 224204 237991 
24727 324727 252411 215568 182567 
241348 57025 68127 92152 541348 
349185 649185 577 547 506 
270959 570959 68444 33811 55827 
140571 111016 440571 144551 163291 
348672 751 973 932 648672 
125025 125627 174845 425025 149478 
150339 98846 450339 179574 120902 
53919 353919 172545 200865 218752 
334125 9748 9597 12405 634125 
254602 76412 554602 53496 60888 
116308 177251 171511 118622 416308 
3437 241267 303437 221436 230423 
162456 117699 462456 115530 141859 
18709 262410 222725 177447 318709 
86119 386119 156998 177155 193609 
145527 104433 445527 141324 163189 
37509 337509 206565 196599 221818 
14104 314104 243670 218895 209227 
269581 50339 48331 569581 62168 
81075 179289 381075 188399 170162 
91332 391332 164097 212237 141002 
341271 641271 7185 5918 4355 
117312 149202 417312 163527 152647 
255006 66178 61452 555006 62358 
181450 121351 73064 481450 142685 
340646 4810 4004 9894 640646 
141803 144110 441803 134141 138143 
332695 632695 12832 12497 9281 
167930 116419 467930 85837 161884 
279262 579262 38424 68540 34512 
271329 60836 571329 45538 50968 
183554 54170 129776 483554 148946 
252037 62763 552037 60976 72187 
222683 27533 117243 109858 522683 
66596 149404 366596 204886 212518 
332102 13265 11111 11420 632102 
177017 139795 477017 76226 129945 
317542 617542 16351 27055 21510 
136663 108898 436663 165822 151954 
271331 571331 54933 50272 52133 
291151 37652 24392 55654 591151 
18803 240553 318803 196377 225464 
136707 149984 112804 436707 163798 
335981 635981 10338 9600 8100 
128826 191932 129719 120697 428826 
59981 221146 178451 359981 180441 
248473 548473 50607 33056 119391 
118739 133359 418739 164451 164712 
124763 175799 424763 160582 114093 
140978 105323 120369 192352 440978 
264817 72026 46976 51364 564817 
248688 59215 102771 40638 548688 
278286 578286 44403 47740 51285 
191805 491805 130875 96053 89462 
241235 55548 541235 90356 71626 
299466 599466 27953 38147 34968 
211517 511517 71824 107341 97801 
310226 30895 20910 27743 610226 
20059 245199 320059 173268 241415 
15571 200418 244452 223988 315571 
103651 167336 403651 202595 122767 
177307 99032 149151 477307 97203 
232086 97787 50044 532086 87997 
64065 192391 364065 165901 213578 
239605 539605 90959 57359 72472 
54118 157359 230742 203663 354118 
63850 252398 363850 179647 140255 
56888 176015 218560 356888 191649 
15097 198625 315097 255969 215212 
287006 27210 587006 35046 63732 
6194 221402 230713 235497 306194 
146103 446103 95492 97251 215051 
100233 166914 159250 400233 173370 
61053 198911 221618 157365 361053 
256878 43383 70323 556878 72538 
306411 30219 34083 606411 22876 
135295 435295 185305 170044 74061 
147380 139801 141060 124379 447380 
329578 13977 629578 12865 14002 
16810 316810 260547 222601 183232 
256628 37107 556628 89927 59710 
340774 640774 4589 8446 5417 
211239 86130 111765 79627 511239 
98187 137276 144316 222034 398187 
259744 67504 42491 559744 70517 
38994 338994 214387 204899 202726 
253893 49177 553893 79367 63670 
41946 207309 341946 205162 203637 
245262 55081 545262 100172 54223 
258500 61285 558500 55677 66038 
6629 237675 306629 227445 221622 
101793 401793 129750 122544 244120 
343497 3304 4325 643497 5377 
101911 194181 175261 401911 126736 
88233 198735 388233 163297 161502 
46008 346008 222066 232545 153373 
132397 432397 95767 171522 167917 
134239 434239 97653 142432 191437 
52212 352212 201005 219089 175482 
97516 216157 139816 397516 148995 
66515 159205 217810 366515 189955 
39669 172042 209964 238656 339669 
40335 238521 340335 173882 206927 
95874 169886 191183 147183 395874 
42349 342349 215364 180255 219683 
56427 209942 356427 176793 200411 
197268 114722 497268 69768 120974 
158705 132472 458705 141523 108595 
14815 235220 225576 314815 209574 
25894 229013 325894 213145 206054 
248041 49284 548041 62138 92496 
177908 89445 98173 477908 156566 
10361 256774 310361 213144 209360 
112795 191024 136333 412795 147053 
207226 507226 125468 88434 71646 
190831 101639 102194 114505 490831 
202352 502352 94741 97066 103489 
339626 639626 4982 5947 9819 
28460 183273 244138 215669 328460 
255854 58768 555854 69815 59709 
132169 165102 121223 432169 149337 
301661 27794 37172 31712 601661 
187958 152417 104517 67150 487958 
303272 34496 603272 26444 32516 
220769 95583 520769 88364 74515 
190531 130465 68676 119797 490531 
319238 27029 24991 619238 9504 
77759 377759 202275 137057 205150 
226983 120673 53279 72082 526983 
339661 5553 639661 8527 6598 
1746 235279 211405 249824 301746 
329636 17218 15433 629636 8077 
235749 535749 71221 83433 73848 
223976 89017 523976 73338 89693 
209528 85560 101657 509528 93727 
337875 9727 6145 8378 637875 
42685 210449 189808 342685 214373 
13810 181346 313810 232355 258679 
228317 110340 40843 528317 92183 
318254 618254 21848 15533 26111 
154969 158112 110099 121851 454969 
226266 113181 526266 58790 75497 
76933 226940 198785 376933 120409 
4254 230908 304254 220245 240339 
138189 129207 438189 140872 153543 
2742 240351 238943 302742 215222 
111834 126881 134859 411834 214592 
151622 130187 451622 105504 161065 
303837 26086 28526 37714 603837 
110335 201903 158874 410335 118553 
303737 33896 33605 603737 25025 
80121 144099 221570 380121 174089 
333899 12776 13452 5974 633899 
105234 405234 222470 128507 138555 
182661 144975 64386 482661 125317 
239143 68723 54567 539143 98424 
277713 58108 577713 40253 46213 
122290 151599 174715 129106 422290 
292153 592153 24567 47922 43205 
47758 213443 347758 200120 190921 
46143 191235 346143 189906 226573 
278361 578361 51851 60916 30511 
214928 84442 62970 122732 514928 
108087 408087 155748 122750 205328 
287120 24840 54589 587120 46331 
131909 171102 431909 118903 146177 
186742 137219 486742 94249 95048 
202679 109674 114668 70300 502679 
103022 133704 144467 403022 215785 
91560 168828 173400 391560 174652 
277053 577053 58372 46413 41109 
26601 218101 326601 199224 229473 
255988 55032 83858 555988 49134 
43592 220807 343592 226537 165472 
348737 1126 858 542 648737 
222414 522414 97009 73403 84760 
30868 217828 213901 330868 206535 
34982 226224 334982 201303 202509 
231138 64207 531138 102861 70656 
126285 426285 159631 114472 173327 
161417 461417 117274 99238 160654 
329759 629759 15478 15415 9589 
307764 25594 29387 607764 29491 
18306 221258 318306 211346 230784 
266317 566317 64528 48773 54065 
317207 617207 17951 24768 22867 
264228 34543 71656 564228 65345 
306372 30355 32464 24437 606372 
7385 218598 307385 219968 246664 
30715 190520 225359 222691 330715 
120263 195772 420263 150657 113045 
293367 45340 593367 41068 26858 
137960 112602 143052 437960 168426 
39252 198452 339252 186203 236841 
281022 581022 54748 48957 34251 
132303 121956 133615 179823 432303 
269908 569908 57837 40462 61885 
92148 392148 179769 164994 170941 
2156 236997 222875 302156 235816 
236692 89433 59718 536692 77465 
340024 3201 640024 6927 9824 
144478 444478 154780 153800 102464 
331741 15096 6964 631741 14458 
139841 439841 89238 155424 175656 
60540 158502 196058 360540 224360 
22871 322871 175345 240103 238810 
46983 346983 144000 234147 227887 
149728 124582 163386 112576 449728 
272092 57765 47984 50067 572092 
23971 227068 201299 223691 323971 
136154 145118 127797 154777 436154 
1111 242605 301111 251323 203850 
16146 316146 228700 209905 229103 
328087 14459 628087 16111 13256 
11429 235405 246787 311429 194950 
313571 26673 29071 17114 613571 
109416 173806 132116 175246 409416 
158877 137043 75464 169739 458877 
293697 33503 44675 593697 34428 
283348 583348 44948 27876 60480 
158048 123690 145645 458048 114569 
100259 204566 130620 400259 164296 
260370 560370 84001 33539 61720 
94855 171921 152139 394855 186230 
321836 17635 621836 26165 12528 
235633 80094 68400 80240 535633 
64381 364381 214811 150970 205457 
348938 552 983 589 648938 
198662 498662 146291 67769 88616 
68567 195681 217292 149893 368567 
331127 9620 9440 631127 18686 
330268 16396 630268 10809 12259 
252296 78224 50005 552296 67179 
339679 6815 8944 639679 4883 
62504 204069 195142 362504 175781 
149602 449602 114342 123920 162534 
297849 28975 53008 22319 597849 
90872 231896 390872 158574 127786 
140256 440256 148375 121790 149323 
21109 236012 321109 204104 217666 
75765 375765 198695 156965 192810 
324054 17367 16108 624054 18417 
8739 212733 267343 308739 202446 
209144 509144 139322 69988 72402 
256186 72489 556186 76256 38883 
189514 151638 82113 489514 87221 
147303 128977 447303 165984 110433 
204725 99102 504725 99637 91811 
187451 140693 106536 77869 487451 
342065 4072 6473 5325 642065 
185796 113094 126363 485796 88951 
349632 254 329 649632 153 
198103 498103 170447 80458 52889 
201010 501010 113682 75106 109192 
149212 139006 134338 128232 449212 
233294 66039 76856 90517 533294 
320215 17638 620215 20843 21089 
24957 234495 324957 218773 196818 
348169 1337 648169 1220 1105 
1081 238416 232603 301081 226819 
98150 398150 159078 158627 185995 
106500 406500 125541 200816 160643 
256220 80499 556220 71140 35921 
190329 490329 97654 128928 92760 
102510 147649 166732 402510 180599 
147856 176220 113529 447856 114539 
273249 33590 71523 48389 573249 
199603 499603 123763 66292 110739 
139073 169368 439073 120916 131570 
63152 174101 186421 363152 213174 
24241 234281 324241 211038 206199 
285802 40615 37413 50368 585802 
241588 111289 66539 38996 541588 
199061 67628 139166 499061 95084 
93838 185877 196207 393838 130240 
61677 361677 183491 186673 206482 
246206 68146 59161 546206 80281 
326419 13983 626419 20902 12277 
147756 447756 178508 138084 87896 
152491 183467 52913 158638 452491 
236599 93022 72842 536599 60938 
282381 582381 43086 50193 41959 
342679 6931 642679 4225 3486 
191761 491761 81316 103160 132002 
103349 142953 156864 403349 193485 
12194 240181 312194 228273 207158 
55183 193975 246223 149436 355183 
161314 165718 140630 461314 71024 
72700 210872 207395 136333 372700 
238665 81045 75151 66474 538665 
238898 538898 74567 75659 71978 
