1000000 5 0.1 10000
362837 462837 36316 68401 69609 
262289 88986 117053 169383 362289 
386002 31995 39979 56022 486002 
320970 76869 139783 420970 41408 
140085 240085 207340 205936 206554 
324744 424744 72780 45738 131994 
382224 49289 482224 42690 43573 
162398 172620 262398 218752 183832 
259626 101617 141321 359626 137810 
125848 216495 225848 218606 213203 
264676 141772 364676 125350 103526 
440613 540613 4264 7537 6973 
179806 279806 160689 182883 196816 
230446 111462 177846 149800 330446 
238081 159601 95291 168946 338081 
414055 24477 20231 514055 27182 
138788 198275 214404 209745 238788 
293007 108768 100135 105083 393007 
307695 97300 407695 129845 57465 
416026 516026 18898 19457 29593 
131975 210153 216044 231975 209853 
198875 298875 157672 165447 179131 
425422 12381 14169 525422 22606 
392821 50399 26237 37722 492821 
173604 273604 168267 198699 185826 
128338 216264 228338 212247 214813 
267498 122353 367498 141854 100797 
395999 37138 26812 495999 44052 
182646 179431 282646 175679 179598 
368359 35630 468359 79746 47906 
372328 472328 34921 62301 58122 
364240 52737 83310 35473 464240 
374174 40590 474174 56950 54112 
380776 55822 30864 480776 51762 
448752 528 548752 901 1067 
220413 152937 149108 157129 320413 
328130 104742 63855 75143 428130 
139975 214145 239975 202762 203143 
315585 110147 79594 79089 415585 
132858 210353 206335 232858 217596 
124310 218267 213651 224310 219462 
207806 307806 155681 185655 143052 
208656 169468 132931 180289 308656 
362904 61846 60386 462904 51960 
124770 214984 224770 217744 217732 
372866 51226 42862 472866 60180 
439350 7593 5515 8192 539350 
152596 252596 217264 194549 182995 
319654 419654 99971 68946 91775 
227708 145205 171531 127848 327708 
407724 507724 37809 28740 18003 
316570 67504 80112 416570 119244 
152370 190780 204766 199714 252370 
168706 207968 268706 180569 174051 
245927 176404 345927 124869 106873 
312694 92357 74501 412694 107754 
202845 159670 188017 146623 302845 
412160 18605 512160 29943 27132 
392758 41410 35959 37115 492758 
206499 213242 121051 306499 152709 
193092 159778 155952 198086 293092 
230327 166839 330327 139004 133503 
320541 115691 87644 420541 55583 
187067 203804 287067 146255 175807 
380192 42003 56131 41482 480192 
169359 198364 269359 158487 204431 
371219 47553 43717 66292 471219 
330496 61046 78122 430496 99840 
320974 114991 81257 61804 420974 
155215 207411 255215 175527 206632 
236753 336753 146695 112610 167189 
298945 134829 54273 398945 113008 
221574 321574 161478 131898 163476 
207806 194016 163612 126760 307806 
372032 72197 472032 39279 44460 
233703 158974 146160 333703 127460 
170085 191702 199237 168891 270085 
202169 302169 189138 188341 118183 
279864 66605 141706 131961 379864 
236480 143129 336480 157536 126375 
344810 88097 444810 67801 54482 
423728 14686 17017 20841 523728 
446373 1888 2904 2462 546373 
130632 215650 212208 230632 210878 
138106 204287 238106 212568 206933 
313707 95147 69107 108332 413707 
389912 37628 41774 489912 40774 
393295 34088 27844 493295 51478 
373601 473601 70943 21292 60563 
299542 75950 399542 131743 93223 
302489 114477 100435 80110 402489 
290447 72589 132763 113754 390447 
398616 32456 30020 498616 40292 
136651 204292 204544 217862 236651 
172019 177139 184227 194596 272019 
128861 217750 213846 228861 210682 
433358 9748 13550 533358 9986 
170048 159746 270048 196858 203300 
228268 138885 147562 157017 328268 
443914 543914 4528 3045 4599 
268065 111071 124894 127905 368065 
362053 40534 83880 462053 51480 
126909 226909 221077 212864 212241 
357788 54933 40197 89294 457788 
207247 125100 182612 177794 307247 
228396 133901 328396 176130 133177 
445321 3065 2588 3705 545321 
443615 543615 4108 3361 5301 
207532 169242 157548 158146 307532 
137193 237193 200643 215629 209342 
385094 45949 485094 40183 43680 
220229 153219 320229 184857 121466 
399841 38991 29900 499841 31427 
302014 95732 74490 125750 402014 
445208 3264 2592 3728 545208 
408811 24352 35708 508811 22318 
384833 484833 45802 34094 50438 
173101 210685 132973 273101 210140 
217610 162676 317610 162421 139683 
130950 218430 208977 210693 230950 
206028 306028 160065 170250 157629 
349239 65808 64883 449239 70831 
399190 27946 42628 499190 31046 
227633 136003 163583 145148 327633 
218437 159175 136121 318437 167830 
200076 161788 148609 189451 300076 
289316 99345 389316 124201 97822 
122529 217956 216626 220360 222529 
330163 97577 430163 46414 95683 
188239 205437 140884 177201 288239 
360891 32200 89177 56841 460891 
169423 181565 181484 198105 269423 
348345 57540 77356 448345 68414 
418095 23196 16720 23894 518095 
241314 148866 341314 163391 105115 
182869 180598 282869 162776 190888 
330942 430942 50484 80104 107528 
326398 426398 87526 86866 72812 
197434 168896 297434 169871 166365 
289600 114919 123543 82338 389600 
147209 195311 202639 207632 247209 
175599 168866 186481 275599 193455 
300831 400831 80287 122466 95585 
404355 21748 504355 36949 32593 
279379 68238 73754 199250 379379 
237954 135730 170050 337954 118312 
253620 140481 115076 137203 353620 
447605 843 1595 2352 547605 
190947 176509 290947 159846 181751 
215396 315396 158819 171971 138418 
407942 24275 507942 30781 29060 
392168 492168 36199 38182 41283 
405984 31111 24112 32809 505984 
323648 82476 118048 52180 423648 
241542 180600 141583 341542 94733 
414325 27253 13087 514325 31010 
183404 203115 191443 283404 138634 
401954 25560 44321 26211 501954 
131852 219660 211765 231852 204871 
149147 179104 249147 215091 207511 
198533 185262 162892 154780 298533 
380336 45209 55487 38632 480336 
141693 227461 241693 200036 189117 
305997 99636 405997 102093 86277 
364752 69706 464752 41499 59291 
264152 364152 128689 124811 118196 
222683 109184 185925 159525 322683 
173477 273477 192658 181939 178449 
294338 94474 394338 105556 111294 
233304 333304 137412 120195 175785 
221645 114029 321645 167471 175210 
255552 101844 180926 106126 355552 
244141 161590 152044 98084 344141 
323348 57507 423348 126812 68985 
236700 95069 178939 336700 152592 
204740 304740 187914 121343 181263 
428644 13328 16049 528644 13335 
397225 497225 36455 36716 32379 
431866 531866 17766 11078 7424 
156088 256088 182075 208158 197591 
281701 118693 115192 102713 381701 
150151 194192 202283 250151 203223 
176764 212548 188680 145244 276764 
266604 125546 105541 135705 366604 
449648 275 549648 228 201 
182443 282443 215775 142992 176347 
254947 354947 106141 140738 143227 
308181 75624 408181 95858 112156 
306047 77256 102929 406047 107721 
412448 28960 512448 25715 20429 
304674 95531 83833 404674 111288 
379734 45246 54581 40705 479734 
163385 263385 194940 226584 151706 
219640 149005 182846 128869 319640 
151071 181244 218266 251071 198348 
344640 444640 89470 50951 70299 
195937 160728 295937 214618 132780 
157569 257569 206831 212207 165824 
400588 31051 500588 33068 34705 
124381 216881 215772 224381 218585 
432610 8762 12796 13222 532610 
268438 97732 126452 138940 368438 
331527 95724 74246 66976 431527 
401687 35157 501687 28441 33028 
411151 20381 511151 31904 25413 
247264 127757 121610 347264 156105 
234430 189063 107633 134444 334430 
360206 83874 35897 460206 59817 
151287 251287 219091 204935 173400 
140242 209593 240242 194527 215396 
232954 332954 176091 87219 170782 
290812 110199 81369 390812 126808 
264506 129061 364506 130045 111882 
202088 156201 158862 180761 302088 
260683 88913 88696 201025 360683 
398362 24621 498362 38597 40058 
417218 21187 517218 27760 16617 
174923 210848 274923 167773 171533 
345510 114912 40750 445510 53318 
121335 221335 219328 219489 218513 
193170 293170 182298 180679 150683 
237751 120335 189013 115150 337751 
243596 115197 343596 146653 150958 
410694 15175 30733 510694 32704 
210458 182909 145299 310458 150876 
253109 149439 353109 141206 103137 
380612 45317 480612 50210 43249 
268893 101074 368893 123964 137176 
337949 45175 106949 71978 437949 
134444 211781 234444 215110 204221 
371103 43597 68573 45624 471103 
310935 410935 79295 115103 83732 
439626 7752 6851 6145 539626 
408840 27528 19677 35115 508840 
380235 480235 50226 45601 43703 
132708 211494 232708 207358 215732 
248273 348273 142272 129023 132159 
153476 194822 253476 193558 204668 
264271 364271 142793 116028 112637 
283520 92489 135910 104561 383520 
380524 29053 480524 48105 61794 
301567 111381 54817 401567 130668 
251002 112955 158687 351002 126354 
170098 172750 270098 206675 180379 
260128 151616 109584 360128 118544 
353148 453148 75780 52660 65264 
241364 179618 341364 129779 107875 
323922 92136 62529 97491 423922 
151578 184077 227037 185730 251578 
417383 18373 22855 517383 24006 
173873 169991 193873 273873 188390 
400495 40985 500495 28471 29554 
297741 62938 126927 114653 397741 
398595 51344 30177 498595 21289 
224557 128281 324557 182261 140344 
394197 39055 494197 48044 24507 
180584 175609 168595 194628 280584 
300476 162206 54419 82423 400476 
229052 329052 170068 106969 164859 
313609 104691 98621 69470 413609 
430534 21132 530534 6257 11543 
341271 441271 72993 82018 62447 
439691 7720 4614 539691 8284 
363740 45624 75863 51033 463740 
345918 76706 36189 445918 95269 
445291 2738 545291 2566 4114 
446085 2880 2345 546085 2605 
216789 157922 123932 184568 316789 
181199 186695 281199 189670 161237 
145384 212645 186345 245384 210242 
166922 213920 166340 185896 266922 
332025 75681 96247 432025 64022 
235530 180246 335530 111817 136877 
270532 140865 92622 125449 370532 
264623 364623 109035 149423 112296 
289862 85387 389862 97173 137716 
223872 173695 134275 144286 323872 
128321 215565 209209 218584 228321 
217579 159377 178741 126724 317579 
377914 20290 477914 58211 65671 
437763 7462 5473 11539 537763 
200114 177551 167744 154477 300114 
237471 337471 122661 148276 154121 
305547 405547 109920 77702 101284 
277338 85170 377338 125874 134280 
292236 100991 113507 101030 392236 
247911 135556 136376 347911 132246 
341071 441071 75444 66421 75993 
183735 187588 283735 206578 138364 
396880 25808 43572 496880 36860 
231657 121691 144248 170747 331657 
172209 145081 210697 199804 272209 
294297 53108 394297 175379 82919 
386800 486800 40269 27567 58564 
434037 534037 5840 15751 10335 
157813 216720 186312 181342 257813 
165915 158696 202136 265915 207338 
240544 340544 170049 129683 119180 
253124 144246 140396 109110 353124 
305805 405805 114055 129693 44642 
393272 44665 493272 33248 35543 
280938 120680 380938 131006 86438 
272032 372032 93363 90415 172158 
195515 178314 295515 166060 164596 
418793 21502 518793 19369 21543 
279503 142537 107183 91274 379503 
279490 379490 99233 111192 130595 
424109 524109 18210 17423 16149 
261961 361961 116374 87555 172149 
427109 527109 13417 13473 18892 
151968 180932 218103 251968 197029 
264616 131799 124701 364616 114268 
298382 63099 141062 398382 99075 
298869 93740 135408 398869 73114 
145604 189577 209950 245604 209265 
162016 187648 182736 205584 262016 
179131 159728 279131 216162 165848 
157223 212754 174056 198744 257223 
299067 399067 125589 88926 87351 
271233 123658 144540 89336 371233 
260657 360657 99390 107687 171609 
171020 271020 178227 210088 169645 
435699 535699 9716 10760 8126 
189503 149633 204043 167318 289503 
178634 180919 175781 186032 278634 
288755 83663 122905 388755 115922 
166986 266986 209224 181709 175095 
247985 101047 174491 347985 128492 
387243 36385 46874 487243 42255 
212957 131652 166098 176336 312957 
346776 446776 93100 57711 55637 
378535 43599 478535 49705 49626 
138888 204123 238888 209651 208450 
383992 33872 65799 32345 483992 
169244 269244 177641 170958 212913 
317226 90044 109751 65753 417226 
251575 102743 168668 351575 125439 
313338 67209 76149 413338 129966 
394346 48701 494346 36287 26320 
246519 102970 194442 346519 109550 
377754 71820 32458 40214 477754 
440640 540640 9483 5021 4216 
304615 404615 125511 92563 72696 
424838 524838 16962 16493 16869 
386750 43079 33965 486750 49456 
387199 40309 51482 33811 487199 
203031 158434 183100 303031 152404 
182075 192656 167443 282075 175751 
192703 292703 136741 180447 197406 
387028 49279 49133 487028 27532 
412388 29914 25307 512388 20003 
203583 303583 108744 160532 223558 
313266 93384 413266 67239 112845 
444234 544234 3697 4248 3587 
376237 51778 52448 43300 476237 
141136 205404 209717 202607 241136 
391167 491167 35568 45645 36453 
297868 123942 93968 397868 86354 
167286 176275 223957 165196 267286 
270108 140488 84979 134317 370108 
352864 34654 74314 85304 452864 
374503 64006 474503 63678 23310 
306738 85009 406738 114083 87432 
278249 101142 128221 378249 114139 
402668 26738 502668 30238 37688 
390489 48826 38397 490489 31799 
166575 184238 202348 180264 266575 
187901 184125 144098 195975 287901 
196767 296767 173450 192610 140406 
233011 198667 86755 333011 148556 
230339 173426 132721 133175 330339 
335636 37626 435636 106648 84454 
371278 47758 69884 39802 471278 
140285 173273 240285 226085 220072 
241356 105427 164735 341356 147126 
415851 25628 21688 515851 20982 
337020 76040 54569 95351 437020 
430479 17160 13789 8093 530479 
342943 65108 442943 70352 78654 
230576 143554 330576 171038 124256 
405450 505450 27310 23321 38469 
223055 323055 158892 157348 137650 
128469 213249 228469 216214 213599 
262261 362261 157925 76008 141545 
351146 64525 76803 451146 56380 
233315 333315 128213 154744 150413 
420555 9917 26220 22753 520555 
359564 67343 60797 52732 459564 
190485 159802 182123 177105 290485 
238876 123528 106675 192045 338876 
224112 324112 139320 147954 164502 
302457 402457 122007 87344 85735 
380207 480207 43984 39953 55649 
385972 51592 19697 56767 485972 
339591 65348 54389 439591 101081 
217561 121032 176292 167554 317561 
163516 200035 263516 191735 181198 
173403 196686 181417 273403 175091 
435717 10780 6715 11071 535717 
384090 484090 38411 47608 45801 
280054 74655 380054 134649 130588 
206601 131949 306601 168875 185974 
253345 141286 124771 353345 127253 
151819 191390 251819 172535 232437 
226029 146078 326029 111857 190007 
220991 150220 137545 320991 170253 
212700 312700 131215 158864 184521 
294022 104975 64394 394022 142587 
435268 7078 12983 9403 535268 
210067 177913 135607 166346 310067 
225434 176479 138586 134067 325434 
348758 60942 60747 448758 80795 
350236 450236 57441 57168 84919 
370734 64170 28439 65923 470734 
413873 23943 513873 22384 25927 
190553 290553 146749 180235 191910 
323764 74137 88427 423764 89908 
403259 503259 24033 32295 37154 
406513 38589 506513 25723 22662 
283265 81746 383265 104064 147660 
197616 181491 135082 297616 188195 
430041 14420 530041 12231 13267 
312983 55609 115303 412983 103122 
335795 91155 78668 435795 58587 
293045 393045 97789 99226 116895 
433600 16748 9172 6880 533600 
340555 440555 73400 76678 68812 
416779 24461 23830 516779 18151 
322446 422446 95668 77261 82179 
448946 548946 739 696 673 
188298 288298 156846 158256 208302 
356766 456766 41267 82335 62866 
208709 154413 148339 308709 179830 
211975 311975 145216 180079 150755 
141352 210429 199650 241352 207217 
445059 2834 545059 3420 3628 
286336 168024 72977 386336 86327 
135603 206632 235603 209181 212981 
310970 410970 86396 93016 98648 
127168 210425 220637 227168 214602 
321697 421697 127395 69856 59355 
421241 521241 19600 19004 18914 
138716 201913 238716 216080 204575 
302523 402523 104571 81355 109028 
340126 57587 85856 76305 440126 
255283 139124 141587 108723 355283 
189296 178395 182980 160033 289296 
184261 172407 168085 284261 190986 
230847 330847 144723 158126 135457 
433788 10633 10265 533788 11526 
348984 103294 40652 448984 58086 
410001 38093 21903 510001 20002 
221005 321005 148651 179444 129895 
374649 40825 474649 73669 36208 
383864 27002 51995 483864 53275 
342150 83749 442150 83759 48192 
146015 199144 190701 246015 218125 
201744 177473 138834 301744 180205 
380963 37980 47468 480963 52626 
333151 82665 433151 62856 88177 
386491 33602 46115 486491 47301 
372873 27295 52547 472873 74412 
163357 206277 190063 176946 263357 
147576 223138 186017 195693 247576 
267360 155435 74786 135059 367360 
252365 102669 101236 352365 191365 
358478 50177 458478 88404 44463 
417756 517756 21246 10493 32749 
352979 452979 59054 79108 55880 
193153 154715 293153 156143 202836 
250789 95605 141749 350789 161068 
383973 41500 43141 483973 47413 
285872 86508 385872 108257 133491 
138277 197712 217017 208717 238277 
232278 332278 144153 183469 107822 
349285 449285 54973 67523 78934 
316327 77125 114482 75739 416327 
365101 94642 42784 32372 465101 
314119 414119 84849 94583 92330 
315920 73304 415920 108794 86062 
240145 142615 142593 340145 134502 
145322 206061 200476 245322 202819 
439689 539689 6339 8291 5992 
162224 262224 174570 180785 220197 
168525 179152 183858 199940 268525 
430705 12378 14096 12116 530705 
131770 231770 204929 211889 219642 
432373 8492 14930 532373 11832 
378707 478707 46402 51754 44430 
329237 70414 71730 99382 429237 
436253 10914 8784 536253 7796 
443362 4287 543362 4966 4023 
424749 524749 21201 17567 11734 
154916 190904 194861 204403 254916 
148964 248964 213801 185625 202646 
355957 64167 78351 455957 45568 
147490 204870 192092 247490 208058 
135890 235890 212292 211385 204543 
390602 490602 45871 39239 33686 
282588 125837 72475 136512 382588 
187175 189526 287175 144827 191297 
346691 446691 66618 52336 87664 
413894 23087 25685 23440 513894 
253995 175726 116813 99471 353995 
158214 185832 258214 200080 197660 
421534 521534 20377 16491 20064 
254271 155550 126620 354271 109288 
173760 201933 273760 177007 173540 
278255 378255 154156 91890 97444 
296869 95412 112813 98037 396869 
211048 149796 160427 311048 167681 
159204 259204 185912 181500 214180 
369776 53746 50959 469776 55743 
417298 517298 16832 32848 15724 
426042 22612 526042 12480 12824 
401266 39708 501266 28995 28765 
369346 45714 71611 43983 469346 
217299 154553 148760 317299 162089 
126398 214764 226398 218151 214289 
240222 146842 340222 112758 159956 
168533 193086 190312 179536 268533 
372859 51826 472859 55681 46775 
171025 176049 271025 203315 178586 
378794 478794 46827 50728 44857 
304764 404764 94796 116370 79306 
166232 209927 266232 187020 170589 
443535 4257 543535 3980 4693 
176723 199232 276723 165769 181553 
132449 219844 210330 204928 232449 
235912 144218 166828 117130 335912 
200969 130853 300969 205103 162106 
266982 151243 94603 366982 120190 
149807 249807 202017 205464 192905 
161682 171782 222278 182576 261682 
320540 107292 57630 93998 420540 
329638 42112 98991 429638 99621 
324373 76186 59688 115380 424373 
445976 3598 1479 2971 545976 
423589 15315 14181 523589 23326 
152906 252906 190712 204653 198823 
309523 65433 107128 409523 108393 
170142 205566 170631 270142 183519 
437438 4752 10108 10264 537438 
222278 322278 131082 144636 179726 
306200 109449 109209 68942 406200 
260212 157310 122617 360212 99649 
338021 438021 64576 107299 52083 
434536 16252 534536 7794 6882 
272153 106541 113404 372153 135749 
228807 126120 131463 184803 328807 
387310 38920 57877 487310 28583 
366990 466990 42928 72001 51091 
340939 62599 77019 78504 440939 
427609 13252 11080 527609 20450 
294737 394737 80299 127947 102280 
123800 218520 223800 216886 216994 
182817 149377 170795 282817 214194 
135356 212710 213163 203415 235356 
306155 406155 109811 99368 78511 
195235 167949 295235 170036 171545 
280603 156200 380603 93918 88676 
245933 141368 134541 345933 132225 
235330 143140 335330 139148 147052 
184503 146420 183162 284503 201412 
202418 152605 158938 302418 183621 
315552 81220 85423 102253 415552 
396542 34388 496542 37535 34993 
445017 2037 3919 545017 4010 
155668 192384 255668 209950 186330 
427643 10873 527643 16525 17316 
138808 218496 205972 238808 197916 
266981 366981 127278 140920 97840 
157896 178641 223566 182001 257896 
289275 158051 80286 389275 83113 
435815 535815 9386 8682 10302 
234147 152159 164672 334147 114875 
192394 292394 196028 158275 160909 
121428 219331 221428 218468 219345 
332938 89295 102284 432938 42545 
161289 164097 261289 216716 196609 
195863 295863 179491 139860 188923 
270349 88348 182953 370349 88001 
396557 26497 31347 496557 49042 
335070 435070 60519 92885 76456 
212415 148175 312415 151988 175007 
219588 148575 174493 137756 319588 
358187 54737 80869 458187 48020 
377830 477830 35915 48841 59584 
129207 218926 229207 214427 208233 
363541 463541 40618 74223 58077 
406509 22527 506509 30551 33904 
216377 193540 139623 316377 134083 
254081 142964 145683 354081 103191 
430571 12097 19747 530571 7014 
299109 399109 97960 99491 104331 
244058 169161 344058 112030 130693 
287222 138603 387222 81188 105765 
323737 423737 86121 69834 96571 
244675 147714 112129 150807 344675 
160241 203576 211073 260241 164869 
229075 127832 157217 329075 156801 
361613 46247 71493 461613 59034 
149928 176836 215582 207726 249928 
408764 34651 508764 7203 40618 
357343 66596 457343 54101 64617 
259228 140719 113452 359228 127373 
449886 50 90 88 549886 
376914 57116 27101 61955 476914 
351656 451656 86409 46599 63680 
388291 34838 38770 488291 49810 
361830 69847 461830 48305 58188 
374181 52750 35204 63684 474181 
236856 164913 128362 336856 133013 
253026 131584 353026 151698 110666 
432226 12819 15468 7261 532226 
377043 60461 52153 33300 477043 
284058 121287 384058 100132 110465 
412736 512736 20297 15203 39028 
153742 202531 176152 213833 253742 
186939 186664 147693 286939 191765 
147864 195697 247864 196019 212556 
126875 226875 217336 213548 215366 
329790 429790 63599 69536 107285 
268784 97639 368784 129179 135614 
304852 111568 86063 92665 404852 
260373 114874 146565 117815 360373 
283435 105512 383435 130497 97121 
144739 197278 244739 204429 208815 
423036 18415 523036 18292 17221 
135339 211143 208430 209749 235339 
246891 346891 133159 134871 138188 
403353 28836 26222 503353 38236 
404753 29257 24623 36614 504753 
284044 120434 122280 384044 89198 
346111 446111 70235 62868 74675 
127557 227557 214896 210553 219437 
400494 37553 37003 24456 500494 
434517 11141 534517 8197 11628 
135198 210114 228601 190889 235198 
224217 162772 154327 134467 324217 
304995 163859 404995 37582 88569 
370386 470386 51817 45464 61947 
255343 134306 122088 355343 132920 
190708 160988 182624 290708 174972 
311423 411423 111416 91846 73892 
191527 291527 169160 181638 166148 
364154 65195 65070 464154 41427 
310469 79917 127866 71279 410469 
425998 19200 17713 11091 525998 
180809 164633 213741 160008 280809 
376765 58665 40854 476765 46951 
383218 44935 34371 54258 483218 
216587 128213 181604 157009 316587 
167293 177246 221036 167132 267293 
135927 214099 198093 215954 235927 
155891 166656 255891 211347 210215 
317322 69075 123399 417322 72882 
439350 539350 6039 9131 6130 
263020 112969 96389 363020 164602 
134784 212308 213415 234784 204709 
401528 39258 29569 501528 28117 
214848 314848 149318 149183 171803 
408599 19573 508599 30072 33157 
343710 61200 63424 443710 87956 
247784 143983 347784 114641 145808 
189067 183627 289067 187567 150672 
408326 29968 29047 24333 508326 
245334 172217 86450 345334 150665 
380826 31173 480826 41572 65603 
249070 177137 122800 349070 101923 
125265 213736 225265 217126 218608 
440645 540645 6124 7483 5103 
359786 459786 59591 59566 61271 
332361 75135 432361 104908 55235 
261260 361260 106504 118908 152068 
380243 57810 53620 28084 480243 
372665 472665 38274 62141 54255 
152412 209901 173071 252412 212204 
287401 116790 387401 90880 117528 
238864 161497 116462 338864 144313 
358109 44219 458109 92299 47264 
264044 364044 124628 124829 122455 
308666 89708 408666 106744 86216 
185784 285784 186446 181636 160350 
308230 98811 87980 408230 96749 
359057 459057 71692 59037 51157 
376959 71895 33702 40485 476959 
165165 218031 170863 180776 265165 
324060 102869 78314 70697 424060 
192872 187844 179745 292872 146667 
263678 152569 111976 108099 363678 
274384 71931 114881 374384 164420 
153809 186523 221820 253809 184039 
122359 219596 217106 218580 222359 
164625 219591 171456 264625 179703 
324754 424754 90016 87180 73296 
358773 53562 70257 458773 58635 
403926 17024 503926 43262 31862 
278060 126486 112956 104438 378060 
232206 143710 172408 119470 332206 
372800 34422 63324 56654 472800 
120078 219914 219975 220078 219955 
350372 73589 450372 70177 55490 
273312 126994 373312 126626 99756 
334162 94548 63708 434162 73420 
174690 177545 209624 274690 163451 
247850 184256 124293 95751 347850 
369018 469018 53529 57181 51254 
218571 151984 187062 123812 318571 
173784 273784 182527 159284 210621 
130068 210956 230068 217473 211435 
302359 106475 101706 87101 402359 
374488 41342 42348 474488 67334 
363941 40308 68072 463941 63738 
212689 139899 312689 163061 171662 
126572 213551 215202 218103 226572 
207367 158346 307367 158204 168716 
135634 208572 207624 235634 212536 
169385 154500 180886 225844 269385 
148872 248872 203862 193188 205206 
238063 151379 108004 338063 164491 
201176 301176 134896 170127 192625 
358044 458044 52557 78093 53262 
192869 171868 167849 174545 292869 
201575 153485 142215 301575 201150 
243217 343217 137059 138921 137586 
294716 130837 94136 394716 85595 
379721 41992 47380 479721 51186 
304360 124968 78754 404360 87558 
402513 29409 31617 33948 502513 
237155 174510 109021 142159 337155 
420465 520465 26383 11044 21643 
137355 214527 200423 210340 237355 
285130 108553 385130 85257 135930 
220071 163682 170233 320071 125943 
421994 12571 521994 14074 29367 
393116 52903 493116 31853 29012 
313417 98372 413417 83642 91152 
345786 81234 50447 445786 76747 
295601 127168 395601 83625 98005 
160238 260238 207480 185917 186127 
336654 436654 79776 39614 107302 
331290 104007 431290 71441 61972 
129821 209545 212536 218277 229821 
173171 273171 184127 192863 176668 
348199 64693 54597 448199 84312 
311328 77797 411328 103576 95971 
285902 385902 117744 120235 90217 
261803 97994 361803 129304 149096 
299780 74082 399780 116380 109978 
439751 10144 539751 6213 4141 
295939 76998 85830 145294 395939 
276269 112987 376269 129411 105064 
194618 168274 198566 294618 143924 
236292 127727 148887 150802 336292 
201760 161993 176892 301760 157595 
376727 476727 60698 48736 37112 
122095 217376 218444 219990 222095 
324636 63858 424636 93462 93408 
251539 129462 139876 127584 351539 
355128 42805 455128 63068 83871 
445509 3080 2865 3037 545509 
230247 166112 330247 130889 142505 
168334 196327 174919 192086 268334 
335316 70064 69839 89465 435316 
171909 208263 204030 143889 271909 
372972 75241 472972 41733 37082 
355595 91696 56469 40645 455595 
425701 525701 22228 13551 12819 
167971 204058 171440 188560 267971 
205879 305879 149079 162037 177126 
205135 133608 204171 151951 305135 
438370 8720 538370 7938 6602 
437037 537037 9964 7597 8365 
441358 5451 541358 6479 5354 
309843 86475 83621 110218 409843 
350767 103008 64978 30480 450767 
134082 209154 215320 207362 234082 
359590 459590 34129 106802 39889 
213839 162340 146853 313839 163129 
343599 443599 79072 69975 63755 
321456 102150 421456 80351 74587 
160796 195468 260796 197042 185898 
258841 88089 358841 127839 166390 
322398 84205 422398 86222 84777 
343709 88896 443709 46250 77436 
307517 78679 125637 407517 80650 
378216 478216 52956 28965 61647 
203296 148411 188104 303296 156893 
127453 213443 213937 227453 217714 
307623 103119 110628 407623 71007 
178335 155696 205175 278335 182459 
205834 168554 181828 137950 305834 
214461 181296 130908 158874 314461 
435161 12079 535161 6459 11140 
280504 380504 67458 164579 106955 
178645 157715 278645 201340 183655 
147170 247170 209336 204260 192064 
202838 182870 155773 155681 302838 
136654 199766 213531 236654 213395 
444966 2475 2692 544966 4901 
231827 331827 179378 160624 96344 
315511 415511 73842 66795 128341 
396225 496225 35284 45330 26936 
445175 2382 4311 2957 545175 
371126 471126 46849 49941 60958 
254082 137364 127678 354082 126794 
443528 543528 4051 5329 3564 
149444 189699 249444 202275 209138 
170178 179058 180907 199679 270178 
154021 210681 254021 188773 192504 
211608 311608 157477 185866 133441 
278749 163724 68329 378749 110449 
410072 35592 11931 510072 32333 
165688 215163 185584 265688 167877 
266500 366500 150368 74542 142090 
410570 25225 36396 17239 510570 
131865 231865 211271 215870 209129 
285504 96296 385504 141567 91129 
322239 80714 120624 54184 422239 
404440 15584 34949 40587 504440 
280484 161373 80732 380484 96927 
330429 71920 75521 430429 91701 
253436 353436 149563 90214 153351 
292120 141070 83929 90761 392120 
233683 333683 171353 136239 125042 
181354 193390 281354 182499 161403 
408179 25937 33308 24397 508179 
358808 48389 66900 458808 67095 
226899 137319 108830 326899 200053 
268700 129746 113660 368700 119194 
198381 145042 178451 179745 298381 
342575 442575 64301 73261 77288 
417982 14368 517982 30035 19633 
210111 162130 159112 310111 158536 
198727 157826 171626 298727 173094 
142793 207137 242793 190131 217146 
340640 440640 57599 94507 66614 
425868 13384 18562 16318 525868 
343121 93473 70657 49628 443121 
134729 218146 195365 217031 234729 
296435 396435 88179 132847 86104 
157761 188798 220864 257761 174816 
227842 142004 193701 327842 108611 
235523 92233 172464 335523 164257 
225764 158521 325764 140782 149169 
360890 53820 460890 56615 67785 
409475 509475 34498 12964 33588 
239346 120833 111398 339346 189077 
261053 135639 107508 361053 134747 
329328 85103 94211 429328 62030 
376376 476376 57241 53131 36876 
190143 290143 218022 130754 170938 
385342 17455 485342 60907 50954 
360735 63042 53813 460735 61675 
297528 134510 397528 101769 68665 
317860 417860 55691 110400 98189 
169120 180413 269120 204090 177257 
199324 166134 174119 299324 161099 
352632 98366 71119 25251 452632 
128246 211351 218280 228246 213877 
163439 190009 263439 187027 196086 
303347 132470 403347 73782 87054 
125299 218939 215590 214873 225299 
419014 22223 22121 519014 17628 
215911 315911 201648 110139 156391 
338583 438583 61330 64453 97051 
166381 175166 195816 196256 266381 
177993 175270 174823 193921 277993 
423650 18818 13205 523650 20677 
294392 137229 394392 64965 109022 
416313 516313 18420 20762 28192 
376653 58733 35125 52836 476653 
132702 207797 232702 213572 213227 
