1000000 5 1.0 10000
21800 279400 291600 198200 209000 
191800 161400 451000 60600 135200 
56400 125800 155400 501000 161400 
85200 236000 225600 317400 135800 
30200 292800 229400 132800 314800 
277400 287600 245800 121200 68000 
213400 393200 116600 32000 244800 
206400 68200 79600 479800 166000 
91600 20800 339000 225200 323400 
26800 236400 87200 101200 548400 
277400 68000 287600 121200 245800 
135800 471400 216800 80800 95200 
26800 236400 548400 101200 87200 
134000 466000 170600 24000 205400 
303200 154000 91000 365200 86600 
49200 301800 269400 116800 262800 
205600 412200 144000 30000 208200 
233600 111000 307200 80600 267600 
50000 200000 133000 171800 445200 
218600 308400 227000 114200 131800 
207800 26600 581200 117000 67400 
145200 456600 188600 147400 62200 
318000 320400 113600 226200 21800 
94200 77800 21600 145800 660600 
27400 222600 132000 483600 134400 
231400 273200 18800 200800 275800 
124000 45400 177000 469200 184400 
51600 110800 220000 479000 138600 
111000 410400 23200 333400 122000 
47000 187000 72800 559800 133400 
143400 192000 538400 101400 24800 
140600 207600 109400 516200 26200 
20200 561200 177400 178000 63200 
135600 231400 27400 396400 209200 
311800 87600 251600 23800 325200 
77600 125200 221400 258400 317400 
178000 561200 177400 20200 63200 
28800 62400 634400 105200 169200 
175000 273400 186400 328000 37200 
192000 24800 143400 538400 101400 
134200 439600 73200 154400 198600 
170600 24000 205400 466000 134000 
96000 176000 486200 186200 55600 
186200 96000 176000 55600 486200 
91400 266400 202000 261200 179000 
24400 553600 193000 74400 154600 
254400 72000 211600 259800 202200 
238400 123000 72400 314800 251400 
143600 542000 76600 48000 189800 
106800 328800 349000 34200 181200 
201400 204600 268800 252000 73200 
103400 33800 337400 255400 270000 
189000 84400 134400 440200 152000 
308400 258200 328000 25000 80400 
250200 298600 79600 73000 298600 
94200 182400 61000 588600 73800 
188400 58000 149400 158000 446200 
145800 77800 21600 94200 660600 
102800 225000 293400 296400 82400 
78600 295200 90000 222800 313400 
80600 307200 111000 233600 267600 
234400 104800 332000 301000 27800 
20000 480200 176200 166200 157400 
211800 81000 103000 282200 322000 
185600 521800 198600 69800 24200 
201600 108800 27200 490400 172000 
231000 82000 312000 295200 79800 
40400 173200 502800 198400 85200 
40000 148200 161200 192200 458400 
81800 86200 285000 328800 218200 
168600 461800 136800 74800 158000 
99600 152200 157400 340200 250600 
69800 198600 521800 185600 24200 
218400 215400 263400 221000 81800 
77400 107800 286600 219600 308600 
208200 114400 255200 211200 211000 
144600 181200 414800 116600 142800 
141000 52000 577000 24800 205200 
261200 91400 266400 202000 179000 
62400 634400 28800 169200 105200 
68800 550600 166600 81800 132200 
80800 135800 216800 471400 95200 
25200 186800 100600 339000 348400 
199400 284000 69800 249800 197000 
192200 87400 157400 434400 128600 
36600 138000 325400 253000 247000 
178400 65400 94800 526600 134800 
289800 197600 342000 136800 33800 
181200 106800 328800 34200 349000 
77800 186000 270000 202400 263800 
151200 34800 556400 51600 206000 
50400 208800 518600 86400 135800 
183600 154000 61600 481800 119000 
158800 52800 464200 171000 153200 
24600 83800 213200 529400 149000 
236400 101200 26800 87200 548400 
50400 86400 135800 208800 518600 
134000 170600 24000 466000 205400 
69000 110200 190400 158600 471800 
145600 132000 162200 145200 415000 
105200 136800 286600 101200 370200 
35600 258000 255200 144400 306800 
27200 395800 150000 116400 310600 
193000 553600 24400 154600 74400 
157400 340200 99600 250600 152200 
108800 192000 566000 71000 62200 
207600 26200 140600 516200 109400 
43600 115800 170200 484600 185800 
33200 259800 213000 208400 285600 
91000 305800 241200 26200 335800 
145800 21600 660600 94200 77800 
130400 383200 292600 32000 161800 
301000 27800 104800 234400 332000 
123000 238400 72400 314800 251400 
153800 83200 168000 59600 535400 
265600 131400 256800 22600 323600 
18800 275800 200800 273200 231400 
71200 474400 98800 157000 198600 
144400 258000 306800 35600 255200 
171600 29200 506600 199600 93000 
183600 61600 154000 119000 481800 
77800 60800 210800 110800 539800 
188800 573800 145000 19200 73200 
147400 177000 144800 82200 448600 
185200 96000 167800 62200 488800 
282200 103000 322000 211800 81000 
110000 216600 332400 315800 25200 
62200 96000 167800 488800 185200 
107800 219600 77400 286600 308600 
173600 177600 152400 34800 461600 
301000 332000 104800 234400 27800 
80000 73600 18400 208200 619800 
226800 496200 155600 93800 27600 
41800 500000 169400 167800 121000 
168000 58800 193600 514600 65000 
190600 181200 104000 22000 502200 
28000 321200 329200 91400 230200 
32600 149400 109000 220200 488800 
90600 288600 286600 118600 215600 
148400 23800 109200 357000 361600 
134600 191600 529200 44400 100200 
190800 156800 162800 467000 22600 
255200 35600 258000 306800 144400 
193800 75600 89400 478400 162800 
170200 115800 185800 43600 484600 
192000 143400 24800 538400 101400 
315800 216600 110000 25200 332400 
163000 29000 359800 93600 354600 
99600 340200 157400 152200 250600 
154400 134200 439600 198600 73200 
157400 480200 176200 20000 166200 
249800 69800 199400 197000 284000 
130600 183200 86800 45400 554000 
129600 221200 286200 284600 78400 
176000 217600 90400 254600 261400 
164800 323600 97200 385600 28800 
144600 284000 238200 235600 97600 
183600 148400 450000 76200 141800 
233800 317800 225200 96800 126400 
76200 148400 141800 450000 183600 
73600 124400 152800 449000 200200 
129200 232600 140000 271600 226600 
162200 145200 415000 145600 132000 
116200 304000 113000 249000 217800 
132200 274000 326600 239200 28000 
264600 278200 32400 112000 312800 
183600 141800 76200 148400 450000 
166600 132200 81800 550600 68800 
124600 89200 536800 22200 227200 
32000 380600 171800 101600 314000 
19200 171800 167800 510000 131200 
179800 146600 67800 154000 451800 
80400 174600 506800 28000 210200 
33200 285600 208400 213000 259800 
244000 128600 100600 298400 228400 
204600 268800 201400 73200 252000 
46200 129600 508400 205400 110400 
36600 138000 247000 253000 325400 
83800 529400 149000 213200 24600 
280000 119200 239600 339200 22000 
55600 176000 186200 486200 96000 
55400 527400 174200 78600 164400 
194200 106800 253200 248600 197200 
62400 20200 182400 550000 185000 
143400 101400 538400 192000 24800 
144600 414800 116600 181200 142800 
84800 63200 150200 511200 190600 
242400 37200 86800 319400 314200 
185200 96000 488800 62200 167800 
157400 170800 434600 95200 142000 
24800 228200 577400 89400 80200 
269400 116800 49200 301800 262800 
176200 166200 157400 480200 20000 
239200 274000 326600 132200 28000 
72600 225000 113600 324600 264200 
86600 91000 365200 303200 154000 
163000 93600 354600 359800 29000 
86800 45400 183200 554000 130600 
58000 158000 188400 446200 149400 
237600 151800 95600 234000 281000 
157400 138400 406600 126800 170800 
101600 171800 32000 314000 380600 
229400 132800 314800 30200 292800 
127000 21400 494000 189000 168600 
316400 165200 24800 404400 89200 
134600 529200 100200 191600 44400 
197600 289800 136800 342000 33800 
265600 280000 340400 29200 84800 
183600 148400 450000 141800 76200 
250800 221400 65200 198200 264400 
248600 258800 161600 42200 288800 
316400 165200 89200 404400 24800 
164600 85400 454400 176600 119000 
162800 156800 22600 467000 190800 
173600 369800 30200 147200 279200 
199200 100000 63600 470000 167200 
92000 525000 21000 196200 165800 
73000 146200 445600 159400 175800 
85400 133200 343600 159600 278200 
55600 186200 96000 176000 486200 
193800 478400 162800 89400 75600 
168000 65000 58800 193600 514600 
250200 298600 298600 73000 79600 
213400 204600 283000 24400 274600 
32400 264600 312800 112000 278200 
69800 197000 199400 249800 284000 
90600 286600 118600 215600 288600 
186000 435400 150600 97800 130200 
249000 116200 304000 217800 113000 
35600 360400 349600 97400 157000 
182400 588600 73800 94200 61000 
157000 98800 198600 474400 71200 
185000 62400 20200 182400 550000 
210200 506800 28000 174600 80400 
186000 435400 130200 97800 150600 
168000 390800 315600 104000 21600 
135600 91000 240600 293600 239200 
204600 213400 24400 283000 274600 
219600 77400 286600 308600 107800 
189800 143600 76600 48000 542000 
143400 192000 101400 24800 538400 
37200 86800 319400 314200 242400 
125200 317400 77600 258400 221400 
85400 320000 268600 74600 251400 
24600 83800 149000 529400 213200 
198600 72600 21200 119800 587800 
228400 128600 100600 244000 298400 
258000 144400 306800 35600 255200 
21200 119800 198600 72600 587800 
114400 255200 208200 211200 211000 
321200 230200 28000 329200 91400 
174200 55400 527400 164400 78600 
26800 101200 87200 236400 548400 
218400 215400 263400 221000 81800 
193600 514600 58800 168000 65000 
231000 82000 295200 312000 79800 
25000 213800 505000 185400 70800 
72000 254400 202200 259800 211600 
58000 188400 149400 158000 446200 
147400 177000 144800 82200 448600 
119200 339200 22000 280000 239600 
28800 62400 169200 105200 634400 
206400 83600 151000 488200 70800 
92200 504800 209000 169400 24600 
224600 141400 96800 54000 483200 
219400 146600 537600 40600 55800 
91600 20800 225200 339000 323400 
152200 99600 340200 250600 157400 
299400 117400 378200 181000 24000 
183600 530400 64200 22600 199200 
183600 148400 141800 450000 76200 
73200 188800 19200 573800 145000 
67400 117000 26600 581200 207800 
62200 488800 96000 185200 167800 
255600 166800 44600 285600 247400 
95600 234000 151800 281000 237600 
117800 70000 288200 236400 287600 
172000 27200 201600 490400 108800 
285000 86200 218200 328800 81800 
134200 198600 154400 439600 73200 
220200 61400 187800 266000 264600 
26200 91000 335800 305800 241200 
157400 138400 170800 126800 406600 
210800 64000 72400 486400 166400 
93000 506600 29200 199600 171600 
24000 134000 170600 466000 205400 
25200 186800 339000 100600 348400 
35600 157000 349600 360400 97400 
55600 96000 186200 176000 486200 
30400 191000 65800 198400 514400 
114200 131800 218600 308400 227000 
286600 136800 105200 101200 370200 
44400 134600 191600 100200 529200 
223600 120400 75200 279800 301000 
100000 470000 167200 199200 63600 
83800 529400 149000 24600 213200 
67400 26600 117000 207800 581200 
81000 211800 322000 282200 103000 
39600 121000 361400 194600 283400 
210800 486400 64000 72400 166400 
70000 287600 117800 288200 236400 
187600 104000 76400 19200 612800 
314200 319400 37200 242400 86800 
167800 185200 488800 62200 96000 
150800 287800 91200 310200 160000 
23200 148400 108000 300000 420400 
255400 337400 103400 33800 270000 
90400 217600 254600 176000 261400 
40600 146600 219400 55800 537600 
166400 486400 210800 64000 72400 
166000 79600 68200 206400 479800 
217000 195800 112400 217600 257200 
22600 131400 256800 323600 265600 
235600 238200 284000 144600 97600 
203000 341000 285800 34000 136200 
173600 369800 279200 30200 147200 
158000 289800 376600 25600 150000 
25600 243200 148000 324000 259200 
208200 205600 30000 412200 144000 
209200 396400 135600 231400 27400 
229000 308000 28400 126000 308600 
136800 286600 101200 105200 370200 
80400 308400 258200 25000 328000 
148400 141800 450000 183600 76200 
170800 157400 434600 142000 95200 
65800 514400 198400 30400 191000 
51600 34800 206000 151200 556400 
94800 134800 65400 526600 178400 
145200 145600 162200 132000 415000 
73600 208200 619800 80000 18400 
185000 20200 182400 550000 62400 
136800 158000 74800 461800 168600 
120600 49200 147600 88400 594200 
68200 79600 166000 206400 479800 
190600 84800 511200 150200 63200 
99200 32400 308200 188600 371600 
156800 162800 22600 467000 190800 
208200 144000 412200 205600 30000 
190800 162800 467000 156800 22600 
19200 145000 73200 188800 573800 
77600 198800 268600 198200 256800 
152800 449000 73600 124400 200200 
164400 174200 78600 527400 55400 
72800 133400 47000 559800 187000 
63200 178000 177400 20200 561200 
250800 23600 296400 303200 126000 
204000 450600 152400 67600 125400 
199400 284000 69800 249800 197000 
241200 305800 335800 91000 26200 
89200 24800 404400 165200 316400 
30600 164400 491800 193600 119600 
91200 287800 310200 150800 160000 
19200 73200 188800 573800 145000 
20200 178000 561200 63200 177400 
101600 314000 32000 171800 380600 
110800 298800 397800 26800 165800 
55600 486200 96000 186200 176000 
293200 325000 86800 195400 99600 
173400 347000 275000 168800 35800 
33800 342000 136800 197600 289800 
87600 325200 311800 23800 251600 
198200 221400 264400 250800 65200 
103400 337400 255400 33800 270000 
67800 451800 154000 179800 146600 
69000 190400 471800 158600 110200 
186000 150600 130200 435400 97800 
323400 339000 91600 20800 225200 
106800 349000 34200 181200 328800 
88400 49200 594200 147600 120600 
118600 286600 90600 288600 215600 
264200 72600 225000 113600 324600 
25200 339000 186800 348400 100600 
262800 301800 49200 269400 116800 
180400 64600 163600 464600 126800 
135800 216800 95200 80800 471400 
208800 135800 518600 50400 86400 
186000 435400 150600 130200 97800 
186200 176000 486200 96000 55600 
210600 25000 77800 604800 81800 
22200 124600 227200 89200 536800 
275000 35800 173400 347000 168800 
229200 154800 46600 507200 62200 
277400 245800 121200 68000 287600 
91400 202000 266400 261200 179000 
157400 87400 192200 434400 128600 
115800 170200 185800 43600 484600 
251600 87600 325200 23800 311800 
122000 47600 204200 172200 454000 
145800 21600 660600 94200 77800 
264600 278200 32400 112000 312800 
199400 502000 129600 96000 73000 
100000 199200 470000 167200 63600 
323400 339000 20800 225200 91600 
61000 182400 588600 94200 73800 
187000 47000 133400 72800 559800 
24000 170600 205400 134000 466000 
28800 169200 634400 105200 62400 
54000 141400 483200 224600 96800 
211200 208200 255200 114400 211000 
168000 83200 59600 153800 535400 
83600 62600 206200 164600 483000 
97600 235600 144600 284000 238200 
295200 82000 79800 312000 231000 
234200 233400 230600 267400 34400 
205400 46200 129600 508400 110400 
119200 280000 239600 22000 339200 
122000 34400 283000 370000 190600 
200000 133000 445200 50000 171800 
140000 129200 226600 271600 232600 
19200 68000 201400 175800 535600 
91000 135600 240600 239200 293600 
28800 185600 175200 475200 135200 
89200 124600 227200 536800 22200 
42200 258800 288800 161600 248600 
171800 32000 314000 380600 101600 
111000 267600 80600 307200 233600 
88400 22600 565600 140400 183000 
303200 86600 154000 365200 91000 
280000 265600 340400 84800 29200 
91000 335800 305800 241200 26200 
215600 90600 288600 118600 286600 
23200 108000 300000 148400 420400 
323600 28800 164800 385600 97200 
179600 546200 87000 167000 20200 
231000 183200 236000 182200 167600 
52000 24800 141000 205200 577000 
80800 95200 135800 216800 471400 
89400 162800 193800 478400 75600 
73600 124400 200200 449000 152800 
28800 385600 323600 97200 164800 
140000 226600 271600 129200 232600 
121200 245800 277400 287600 68000 
160000 26600 172600 309000 331800 
78600 174200 55400 527400 164400 
85400 133200 343600 278200 159600 
268200 29200 150400 300600 251600 
285000 86200 81800 218200 328800 
168800 347000 35800 275000 173400 
143600 76600 542000 189800 48000 
339000 186800 100600 25200 348400 
33800 136800 289800 197600 342000 
28200 378400 103000 115800 374600 
168600 143400 454000 200400 33600 
34800 206000 151200 51600 556400 
152800 200200 73600 124400 449000 
72400 238400 251400 123000 314800 
194600 121000 361400 39600 283400 
93000 42200 323000 301400 240400 
221400 65200 250800 198200 264400 
125800 155400 501000 56400 161400 
110000 216600 25200 315800 332400 
26600 153200 181600 467400 171200 
144600 414800 181200 116600 142800 
162200 415000 145200 145600 132000 
112200 162200 256800 150800 318000 
117400 181000 299400 378200 24000 
229400 30200 292800 132800 314800 
30000 298200 171400 145800 354600 
81000 322000 211800 282200 103000 
226600 140000 271600 129200 232600 
129600 96000 73000 502000 199400 
182400 185000 20200 62400 550000 
249000 113000 304000 217800 116200 
286600 288600 215600 90600 118600 
100600 186800 339000 348400 25200 
181000 299400 117400 378200 24000 
87200 548400 101200 236400 26800 
81800 25000 604800 210600 77800 
185200 167800 488800 62200 96000 
85400 278200 159600 133200 343600 
121000 169400 41800 167800 500000 
105200 634400 169200 62400 28800 
48000 143600 189800 542000 76600 
95200 170800 142000 157400 434600 
185200 96000 62200 167800 488800 
279800 120400 75200 301000 223600 
136800 160000 55000 33600 614600 
135200 185600 175200 475200 28800 
234000 281000 151800 237600 95600 
166800 44600 255600 285600 247400 
193600 164400 491800 30600 119600 
208200 211200 255200 114400 211000 
70800 164400 150400 494200 120200 
198200 279400 21800 291600 209000 
244000 100600 128600 298400 228400 
20200 561200 178000 177400 63200 
109000 149400 488800 220200 32600 
22600 256800 131400 323600 265600 
25600 324000 148000 243200 259200 
230200 329200 91400 321200 28000 
32600 149400 109000 488800 220200 
73200 145000 188800 19200 573800 
236400 287600 70000 117800 288200 
90600 197200 280000 258000 174200 
155600 103000 362800 21400 357200 
183000 68000 265000 197000 287000 
94200 588600 61000 73800 182400 
151800 237600 234000 95600 281000 
201400 73200 252000 204600 268800 
18800 231400 273200 200800 275800 
192200 40000 148200 458400 161200 
140400 22600 565600 183000 88400 
84800 190600 150200 511200 63200 
233400 234200 34400 267400 230600 
151000 163000 434800 109800 141400 
148400 23200 108000 420400 300000 
25000 210600 81800 604800 77800 
201400 204600 268800 252000 73200 
161400 135200 60600 451000 191800 
211200 255200 208200 211000 114400 
168600 189000 127000 494000 21400 
129600 78400 221200 284600 286200 
110200 190400 158600 471800 69000 
21000 512400 75800 214800 176000 
301000 27800 234400 332000 104800 
333400 122000 23200 111000 410400 
23200 108000 420400 300000 148400 
121000 361400 194600 283400 39600 
133000 171800 200000 445200 50000 
150200 511200 63200 190600 84800 
72800 187000 133400 559800 47000 
205400 129600 110400 46200 508400 
226400 118600 131000 289200 234800 
158000 289800 376600 25600 150000 
192200 128600 157400 434400 87400 
117000 581200 26600 67400 207800 
22200 89200 124600 536800 227200 
163000 354600 359800 29000 93600 
23200 420400 108000 300000 148400 
18800 275800 231400 200800 273200 
205400 134000 170600 24000 466000 
145200 456600 62200 147400 188600 
172000 108800 201600 490400 27200 
262800 49200 301800 116800 269400 
98000 328600 146000 343800 83600 
126800 157400 170800 138400 406600 
96000 488800 167800 185200 62200 
168000 104000 315600 390800 21600 
177200 60600 191600 69600 501000 
90600 288600 286600 118600 215600 
172600 309000 160000 331800 26600 
225000 264200 72600 324600 113600 
84800 63200 190600 511200 150200 
23600 303200 126000 250800 296400 
50000 445200 171800 133000 200000 
320200 138600 350600 104800 85800 
106800 34200 328800 349000 181200 
237600 95600 234000 151800 281000 
135200 161400 191800 60600 451000 
78600 222800 90000 313400 295200 
30200 229400 314800 132800 292800 
94200 660600 21600 145800 77800 
337200 420800 29600 109400 103000 
97600 238200 144600 284000 235600 
298200 354600 30000 145800 171400 
143400 454000 200400 168600 33600 
320200 104800 350600 85800 138600 
50400 135800 208800 86400 518600 
328600 146000 98000 343800 83600 
29600 103000 420800 109400 337200 
45400 124000 469200 177000 184400 
172400 156600 54600 145400 471000 
201400 204600 73200 252000 268800 
67400 608600 23400 198600 102000 
40000 192200 148200 161200 458400 
20200 546200 167000 87000 179600 
29000 93600 163000 354600 359800 
120600 88400 594200 49200 147600 
146200 175800 73000 159400 445600 
154000 303200 91000 86600 365200 
70800 185400 213800 505000 25000 
121200 245800 68000 277400 287600 
162200 55600 84400 189800 508000 
163600 126800 64600 180400 464600 
33800 227400 78800 125200 534800 
213000 259800 285600 208400 33200 
73800 588600 94200 182400 61000 
211200 114400 255200 208200 211000 
83600 62600 483000 206200 164600 
85400 119000 454400 176600 164600 
300000 148400 420400 108000 23200 
86800 293200 325000 195400 99600 
110200 190400 69000 158600 471800 
28000 132200 326600 274000 239200 
21000 525000 92000 196200 165800 
300000 108000 23200 148400 420400 
21200 198600 72600 587800 119800 
239200 240600 293600 91000 135600 
256800 162200 150800 318000 112200 
145200 162200 145600 415000 132000 
154800 358000 106000 131400 249800 
90800 268400 284000 21600 335200 
23800 325200 87600 251600 311800 
284600 129600 221200 286200 78400 
152400 204000 67600 125400 450600 
228200 89400 24800 577400 80200 
131000 289200 226400 118600 234800 
209200 231400 27400 396400 135600 
86800 37200 319400 242400 314200 
188400 58000 149400 158000 446200 
28000 230200 91400 321200 329200 
91600 20800 339000 323400 225200 
143800 262400 93200 362000 138600 
70800 185400 505000 213800 25000 
145200 145600 415000 162200 132000 
155600 357200 21400 362800 103000 
91000 86600 154000 303200 365200 
166000 79600 479800 68200 206400 
140000 226600 271600 232600 129200 
79000 211600 289000 303200 117200 
213400 24400 204600 274600 283000 
22000 339200 239600 280000 119200 
69200 219600 27200 125000 559000 
154000 61600 481800 119000 183600 
171200 467400 153200 26600 181600 
132200 28000 274000 326600 239200 
249800 154800 358000 106000 131400 
194600 283400 361400 121000 39600 
168800 173400 35800 347000 275000 
24000 117400 299400 378200 181000 
205200 52000 577000 141000 24800 
165800 26800 298800 110800 397800 
90600 258000 280000 174200 197200 
198200 291600 21800 209000 279400 
227400 78800 33800 125200 534800 
164400 70800 120200 494200 150400 
24000 205400 466000 170600 134000 
146600 40600 219400 537600 55800 
169200 634400 28800 62400 105200 
181000 24000 117400 299400 378200 
18800 231400 200800 275800 273200 
70800 505000 185400 213800 25000 
176000 512400 21000 214800 75800 
67400 26600 117000 581200 207800 
153200 52800 158800 171000 464200 
198200 77600 268600 198800 256800 
207800 581200 67400 117000 26600 
153200 181600 171200 26600 467400 
285800 34000 203000 341000 136200 
117200 289000 303200 211600 79000 
309000 172600 26600 160000 331800 
120600 49200 88400 147600 594200 
135600 293600 239200 91000 240600 
205400 110400 508400 129600 46200 
62400 634400 105200 28800 169200 
62200 456600 145200 188600 147400 
61600 183600 481800 154000 119000 
141000 52000 577000 205200 24800 
147400 188600 145200 456600 62200 
321200 28000 91400 329200 230200 
119600 491800 164400 30600 193600 
261200 91400 202000 266400 179000 
248600 42200 288800 258800 161600 
19200 573800 73200 145000 188800 
136800 289800 342000 197600 33800 
126800 406600 157400 170800 138400 
179200 146400 164400 447000 63000 
146600 537600 55800 219400 40600 
226200 320400 21800 318000 113600 
171800 19200 510000 167800 131200 
198600 102000 23400 67400 608600 
92200 24600 169400 504800 209000 
64600 464600 180400 163600 126800 
132800 292800 314800 229400 30200 
146600 154000 451800 67800 179800 
91000 365200 86600 154000 303200 
232600 140000 271600 129200 226600 
141400 109800 151000 434800 163000 
201600 108800 490400 27200 172000 
27600 226800 155600 93800 496200 
35600 157000 97400 360400 349600 
164400 55400 78600 174200 527400 
29400 104400 367000 375200 124000 
234200 233400 230600 34400 267400 
116600 417400 174400 152000 139600 
247400 255600 166800 285600 44600 
155400 56400 501000 125800 161400 
88400 238800 328400 325600 18800 
122000 23200 410400 111000 333400 
211200 208200 114400 255200 211000 
211200 211000 208200 255200 114400 
226800 27600 155600 496200 93800 
22200 89200 124600 536800 227200 
23200 122000 333400 111000 410400 
90800 21600 268400 335200 284000 
204600 274600 283000 24400 213400 
145800 30000 171400 354600 298200 
91000 239200 240600 293600 135600 
148200 40000 161200 192200 458400 
99200 32400 371600 308200 188600 
167600 231000 183200 236000 182200 
125200 534800 227400 78800 33800 
33600 55000 160000 614600 136800 
32000 116600 213400 244800 393200 
283000 122000 370000 34400 190600 
62200 188600 145200 456600 147400 
29000 354600 93600 163000 359800 
65400 178400 94800 134800 526600 
171200 153200 26600 467400 181600 
69000 471800 158600 190400 110200 
97400 157000 360400 349600 35600 
145200 132000 145600 162200 415000 
311800 87600 251600 325200 23800 
93000 323000 240400 42200 301400 
333400 122000 410400 23200 111000 
144000 205600 30000 412200 208200 
24200 185600 198600 521800 69800 
146600 154000 179800 67800 451800 
23800 325200 87600 311800 251600 
189800 470800 156000 105000 78400 
150000 289800 25600 158000 376600 
258800 161600 288800 248600 42200 
174400 139600 417400 152000 116600 
25600 259200 148000 243200 324000 
124000 104400 367000 375200 29400 
211200 255200 211000 208200 114400 
190400 471800 69000 110200 158600 
181600 153200 171200 467400 26600 
254600 90400 217600 176000 261400 
97200 323600 385600 164800 28800 
134400 132000 222600 27400 483600 
18800 559800 79600 123200 218600 
47000 133400 72800 187000 559800 
267600 308000 32600 313000 78800 
198600 439600 134200 73200 154400 
24400 204600 283000 274600 213400 
147600 594200 120600 88400 49200 
101200 370200 286600 136800 105200 
182600 497200 74600 210000 35600 
161400 135200 60600 451000 191800 
55400 164400 527400 174200 78600 
204200 454000 47600 122000 172200 
190600 22000 502200 104000 181200 
189000 21400 127000 494000 168600 
208200 144000 30000 205600 412200 
161800 130400 32000 292600 383200 
248600 161600 258800 288800 42200 
208200 211000 211200 255200 114400 
314200 86800 319400 242400 37200 
120600 594200 88400 49200 147600 
243200 148000 324000 25600 259200 
308000 28400 308600 126000 229000 
60600 69600 191600 501000 177200 
140400 88400 565600 183000 22600 
126000 308600 308000 28400 229000 
265000 68000 287000 183000 197000 
172000 27200 108800 490400 201600 
109400 140600 207600 26200 516200 
153200 52800 171000 158800 464200 
24000 466000 134000 205400 170600 
149400 188400 58000 446200 158000 
125800 56400 155400 161400 501000 
145000 73200 573800 19200 188800 
104800 138600 320200 85800 350600 
88400 238800 18800 328400 325600 
99600 86800 325000 195400 293200 
226600 140000 232600 271600 129200 
80000 18400 73600 619800 208200 
225600 317400 236000 85200 135800 
256800 22600 131400 265600 323600 
163000 109800 141400 434800 151000 
295200 222800 313400 78600 90000 
134400 189000 84400 440200 152000 
315800 110000 332400 25200 216600 
183600 530400 64200 22600 199200 
127000 21400 168600 494000 189000 
130400 292600 383200 32000 161800 
28800 135200 185600 475200 175200 
86800 293200 195400 99600 325000 
69600 501000 177200 191600 60600 
181600 467400 26600 171200 153200 
143600 542000 76600 189800 48000 
168000 148600 68400 174400 440600 
216800 471400 135800 80800 95200 
23400 608600 198600 102000 67400 
231000 79800 82000 295200 312000 
72600 264200 113600 225000 324600 
250800 23600 303200 296400 126000 
22000 339200 280000 239600 119200 
177000 147400 82200 448600 144800 
176200 157400 166200 20000 480200 
157400 126800 170800 138400 406600 
165800 525000 92000 21000 196200 
108800 566000 62200 192000 71000 
229200 62200 46600 507200 154800 
91400 179000 266400 202000 261200 
61000 588600 182400 73800 94200 
61400 171000 59000 170200 538400 
279200 173600 30200 369800 147200 
62200 147400 456600 188600 145200 
22600 565600 183000 140400 88400 
230200 329200 321200 91400 28000 
283400 39600 121000 361400 194600 
110200 158600 69000 190400 471800 
83200 153800 59600 168000 535400 
185000 62400 550000 182400 20200 
150400 70800 494200 120200 164400 
182400 62400 20200 185000 550000 
239200 132200 326600 28000 274000 
192200 128600 87400 157400 434400 
97600 284000 235600 238200 144600 
275000 173400 168800 347000 35800 
40600 219400 146600 55800 537600 
26600 117000 207800 67400 581200 
169400 209000 92200 24600 504800 
113600 264200 324600 72600 225000 
25600 158000 150000 289800 376600 
100600 25200 186800 339000 348400 
229000 308000 126000 308600 28400 
171000 158800 464200 153200 52800 
86800 37200 242400 314200 319400 
204600 268800 252000 73200 201400 
24800 192000 101400 538400 143400 
323400 339000 225200 91600 20800 
29200 280000 340400 265600 84800 
194200 106800 248600 253200 197200 
189000 134400 152000 84400 440200 
146600 67800 451800 179800 154000 
108800 27200 172000 201600 490400 
202400 270000 263800 186000 77800 
112000 278200 312800 264600 32400 
292800 229400 30200 132800 314800 
131800 218600 308400 227000 114200 
68000 121200 245800 287600 277400 
233800 225200 96800 126400 317800 
117800 70000 288200 236400 287600 
208200 211200 114400 211000 255200 
314200 86800 319400 242400 37200 
93600 29000 163000 359800 354600 
21400 103000 357200 155600 362800 
311800 87600 325200 251600 23800 
52000 205200 24800 141000 577000 
110000 25200 332400 315800 216600 
131400 22600 265600 256800 323600 
121000 361400 194600 39600 283400 
162200 508000 84400 55600 189800 
208200 255200 114400 211200 211000 
233400 230600 267400 34400 234200 
37200 319400 314200 242400 86800 
103000 362800 155600 21400 357200 
120200 164400 70800 494200 150400 
199600 93000 29200 506600 171600 
154000 179800 67800 451800 146600 
189800 105000 156000 78400 470800 
129600 205400 508400 46200 110400 
170200 43600 185800 484600 115800 
207600 140600 516200 26200 109400 
126800 464600 64600 163600 180400 
258200 80400 25000 328000 308400 
21400 189000 494000 168600 127000 
97400 35600 349600 157000 360400 
65200 221400 250800 264400 198200 
21600 90800 268400 335200 284000 
19200 188800 73200 145000 573800 
27600 226800 155600 93800 496200 
84800 511200 190600 150200 63200 
183000 88400 565600 140400 22600 
155600 357200 103000 362800 21400 
33200 208400 259800 285600 213000 
32000 213400 393200 244800 116600 
245800 277400 121200 287600 68000 
264200 225000 324600 72600 113600 
80400 506800 210200 174600 28000 
208800 50400 518600 86400 135800 
29200 268200 300600 150400 251600 
172600 331800 309000 26600 160000 
172600 26600 160000 309000 331800 
183600 119000 61600 154000 481800 
33800 289800 197600 136800 342000 
49200 147600 88400 594200 120600 
150400 300600 268200 251600 29200 
81800 210600 604800 25000 77800 
240600 91000 293600 239200 135600 
26600 117000 207800 67400 581200 
